# EUR/XXX Exchange Rates
# Source: Statistical Data Warehouse of the European Central Bank System
# https://www.ecb.europa.eu/stats/policy_and_exchange_rates/
# (provided free of charge)
"USD","JPY","BGN","CYP","CZK","DKK","EEK","GBP","HUF","LTL","LVL","MTL","PLN","ROL","RON","SEK","SIT","SKK","CHF","ISK","NOK","HRK","RUB","TRL","TRY","AUD","BRL","CAD","CNY","HKD","IDR","ILS","INR","KRW","MXN","MYR","NZD","PHP","SGD","THB","ZAR"
1.1294,122.14,1.9558,NA,26.634,7.4568,NA,0.8912,345,NA,NA,NA,4.4464,NA,4.8365,10.4188,NA,NA,1.077,149.7,10.5418,7.5719,77.7388,NA,7.6859,1.6267,5.4944,1.5187,8.0025,8.753,15917.2,3.8974,85.3085,1353.3,24.5766,4.8287,1.7375,56.521,1.5708,35.418,18.8935
1.1375,122.16,1.9558,NA,26.609,7.4553,NA,0.88963,343.13,NA,NA,NA,4.4524,NA,4.8349,10.4605,NA,NA,1.0762,150.7,10.5383,7.569,78.1468,NA,7.7145,1.622,5.5213,1.5228,8.0305,8.8157,16022.03,3.9045,85.903,1352.17,24.8255,4.8361,1.7357,56.767,1.5746,35.422,18.8376
1.1348,121.52,1.9558,NA,26.679,7.4549,NA,0.89665,344.85,NA,NA,NA,4.4729,NA,4.8345,10.5018,NA,NA,1.0697,151.7,10.72,7.5675,78.4949,NA,7.7391,1.6421,5.6471,1.5321,8.025,8.795,15904.22,3.9183,86.057,1359.18,25.4183,4.8223,1.753,56.889,1.5758,35.122,19.1372
1.1304,121.26,1.9558,NA,26.698,7.4551,NA,0.89653,346,NA,NA,NA,4.4484,NA,4.8343,10.5103,NA,NA,1.0697,152.1,10.8475,7.566,78.7662,NA,7.7224,1.6447,5.7388,1.5347,7.999,8.7607,16058.24,3.9189,85.7875,1360.45,25.445,4.824,1.7553,56.763,1.5718,34.986,19.2794
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1253,120.83,1.9558,NA,26.683,7.4559,NA,0.89648,347.06,NA,NA,NA,4.4352,NA,4.8335,10.5393,NA,NA,1.0679,151.7,10.8894,7.557,78.8516,NA,7.6967,1.6476,5.8049,1.5342,7.984,8.7211,16039.58,3.9348,85.5275,1366.08,25.4098,4.814,1.7471,56.653,1.5692,35.008,19.322
1.1308,121.39,1.9558,NA,26.564,7.4561,NA,0.8937,345.5,NA,NA,NA,4.4272,NA,4.8359,10.5136,NA,NA,1.0717,152.81,10.7389,7.5475,78.439,NA,7.7442,1.6324,5.7647,1.532,8.0041,8.7634,15978.26,3.9244,86.048,1369.11,24.9681,4.8342,1.7474,56.664,1.5713,35.18,19.2518
1.1232,120.65,1.9558,NA,26.561,7.456,NA,0.89448,344.5,NA,NA,NA,4.4467,NA,4.8355,10.5123,NA,NA,1.0669,152.4,10.705,7.546,78.1853,NA,7.7012,1.6292,5.8521,1.5204,7.9602,8.7049,15948.04,3.8747,85.5505,1362.21,24.9416,4.8095,1.7395,56.273,1.565,35.055,19.2289
1.1222,120,1.9558,NA,26.689,7.4556,NA,0.90028,345.94,NA,NA,NA,4.4647,NA,4.8393,10.5525,NA,NA,1.0667,153.5,10.7083,7.5463,78.2063,NA,7.6968,1.6356,5.9738,1.5218,7.9545,8.6972,15806.19,3.8811,85.673,1359.26,25.2628,4.8008,1.742,56.302,1.5642,34.928,19.5334
1.121,119.77,1.9558,NA,26.683,7.4554,NA,0.90505,345.44,NA,NA,NA,4.4516,NA,4.8428,10.567,NA,NA,1.0656,154.6,10.7135,7.5665,77.6565,NA,7.6887,1.6261,6.0029,1.5209,7.9332,8.6889,15927.67,3.862,85.352,1353.53,25.3126,4.7854,1.7403,56.133,1.5623,34.765,19.444
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1213,119.89,1.9558,NA,26.681,7.4543,NA,0.90328,346.6,NA,NA,NA,4.4493,NA,4.8422,10.5525,NA,NA,1.0654,155.1,10.7985,7.5926,77.8799,NA,7.6829,1.6292,5.9248,1.521,7.9348,8.6902,15988.62,3.8672,85.2585,1361.3,25.2313,4.7997,1.735,56.2,1.5639,34.76,19.5077
1.1318,121.05,1.9558,NA,26.612,7.4537,NA,0.9063,350.43,NA,NA,NA,4.4371,NA,4.8438,10.5175,NA,NA,1.0705,156.8,10.7345,7.577,77.7474,NA,7.7622,1.6272,5.9006,1.5269,7.9944,8.7716,16026.29,3.8808,85.438,1366.51,25.2497,4.839,1.7391,56.685,1.5743,34.995,19.4719
1.128,120.3,1.9558,NA,26.733,7.453,NA,0.90343,351.58,NA,NA,NA,4.448,NA,4.8433,10.5145,NA,NA,1.0679,157.1,10.7958,7.5745,78.0079,NA,7.7322,1.6342,5.8422,1.5331,7.9772,8.7421,15982.07,3.8691,85.3285,1356.39,25.4773,4.8194,1.7552,56.453,1.5668,34.788,19.5264
1.12,120.25,1.9558,NA,26.796,7.4534,NA,0.90133,354.35,NA,NA,NA,4.4653,NA,4.842,10.4865,NA,NA,1.0637,155.6,10.8748,7.567,77.7516,NA,7.6776,1.6321,6.0012,1.5282,7.9206,8.6805,15988,3.8545,84.712,1347.73,25.6315,4.7914,1.7465,56.075,1.56,34.647,19.4883
1.1213,119.93,1.9558,NA,26.808,7.4523,NA,0.90575,355.15,NA,NA,NA,4.4684,NA,4.8426,10.4773,NA,NA,1.0631,155,10.885,7.5575,77.88,NA,7.6865,1.6313,6.0595,1.5318,7.9298,8.6904,15944.89,3.847,84.8215,1346.19,25.5836,4.8115,1.7428,56.053,1.5608,34.674,19.3799
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1284,121.07,1.9558,NA,26.848,7.4531,NA,0.9154,356.3,NA,NA,NA,4.4664,NA,4.844,10.478,NA,NA,1.0669,155.4,10.9013,7.569,78.9169,NA,7.7351,1.6406,6.1105,1.5409,7.9841,8.7456,16213.08,3.8745,85.192,1352.81,25.923,4.8352,1.7533,56.258,1.5708,34.845,19.4262
1.1198,120.66,1.9558,NA,26.74,7.4526,NA,0.91243,356.58,NA,NA,NA,4.456,NA,4.8397,10.4948,NA,NA,1.0651,155.4,10.912,7.5708,79.63,NA,7.6761,1.6344,6.1118,1.5324,7.9219,8.6788,16184.41,3.8821,84.6235,1345.83,25.947,4.7989,1.748,55.834,1.5648,34.624,19.4425
