# The World Bank's Databank
# Data from database: Education Statistics - All Indicators
# Source: https://databank.worldbank.org/home.aspx
# Last Updated: 04/21/2020
#
# A "wide" version of `edstats_2019.csv` (the most recent indicators).
"CountryName","HD.HCI.AMRT","HD.HCI.AMRT.FE","HD.HCI.AMRT.MA","HD.HCI.EYRS","HD.HCI.EYRS.FE","HD.HCI.EYRS.MA","HD.HCI.HLOS","HD.HCI.HLOS.FE","HD.HCI.HLOS.MA","HD.HCI.MORT","HD.HCI.MORT.FE","HD.HCI.MORT.MA","HD.HCI.OVRL","HD.HCI.OVRL.FE","HD.HCI.OVRL.MA","IT.CMP.PCMP.P2","IT.NET.USER.P2","LO.PISA.MAT","LO.PISA.MAT.FE","LO.PISA.MAT.MA","LO.PISA.REA","LO.PISA.REA.FE","LO.PISA.REA.MA","LO.PISA.SCI","LO.PISA.SCI.FE","LO.PISA.SCI.MA","NY.GDP.MKTP.CD","NY.GDP.PCAP.CD","NY.GDP.PCAP.PP.CD","NY.GNP.PCAP.CD","NY.GNP.PCAP.PP.CD","SE.COM.DURS","SE.PRM.CMPT.FE.ZS","SE.PRM.CMPT.MA.ZS","SE.PRM.CMPT.ZS","SE.PRM.ENRL.TC.ZS","SE.PRM.ENRR","SE.PRM.ENRR.FE","SE.PRM.ENRR.MA","SE.PRM.NENR","SE.PRM.NENR.FE","SE.PRM.NENR.MA","SE.PRM.PRIV.ZS","SE.SEC.ENRL.TC.ZS","SE.SEC.ENRR","SE.SEC.ENRR.FE","SE.SEC.ENRR.MA","SE.SEC.NENR","SE.SEC.NENR.MA","SE.SEC.PRIV.ZS","SE.TER.ENRR","SE.TER.ENRR.FE","SE.TER.ENRR.MA","SE.TER.PRIV.ZS","SE.XPD.TOTL.GD.ZS","SL.TLF.ADVN.FE.ZS","SL.TLF.ADVN.MA.ZS","SL.TLF.ADVN.ZS","SP.POP.TOTL","SP.POP.TOTL.FE.IN","SP.POP.TOTL.MA.IN","SP.PRM.TOTL.FE.IN","SP.PRM.TOTL.IN","SP.PRM.TOTL.MA.IN","SP.SEC.TOTL.FE.IN","SP.SEC.TOTL.IN","SP.SEC.TOTL.MA.IN","UIS.PTRHC.56","UIS.SAP.CE","UIS.SAP.CE.F","UIS.SAP.CE.M","UIS.X.PPP.1.FSGOV","UIS.X.PPP.2T3.FSGOV","UIS.X.PPP.5T8.FSGOV","UIS.X.US.1.FSGOV","UIS.X.US.2T3.FSGOV","UIS.X.US.5T8.FSGOV","UIS.XGDP.1.FSGOV","UIS.XGDP.23.FSGOV","UIS.XGDP.56.FSGOV","UIS.XUNIT.GDPCAP.1.FSGOV","UIS.XUNIT.GDPCAP.23.FSGOV","UIS.XUNIT.GDPCAP.5T8.FSGOV","UIS.XUNIT.PPP.1.FSGOV.FFNTR","UIS.XUNIT.PPP.2T3.FSGOV.FFNTR","UIS.XUNIT.PPP.5T8.FSGOV.FFNTR","UIS.XUNIT.US.1.FSGOV.FFNTR","UIS.XUNIT.US.23.FSGOV.FFNTR","UIS.XUNIT.US.5T8.FSGOV.FFNTR"
"Macao SAR, China",0.9592,0.9752,0.9409,12.61,12.87,12.37,545,550,541,0.9907,0.9913,0.9901,0.759,0.787,0.732,NA,83.79408961,557.670230369385,555.767268195547,559.522914619665,525.116168948225,536.269313989414,514.257699745327,543.585733723951,544.522014710147,542.67419009959,55084050789.7182,87208.535912643,123892.166434539,79110,113800,10,102.82376,99.45529,101.08057,13.49843,100.40937,100.06885,100.72805,96.39553,96.39243,96.39843,97.75929,9.75724,101.03664,100.90295,101.16185,86.42111,84.55769,95.98617,90.6571,104.46099,77.42853,54.63774,2.70008,88.3099975585938,93.3600006103516,90.7900009155273,640000,333000,308000,15532,32099,16567,12457,25755,13298,14.37169,48161,23293,24868,NA,NA,723.95036,NA,NA,506.76386,NA,NA,1.00231,NA,NA,19.0542,NA,NA,22105.35463,NA,NA,15473.70578
"Madagascar",0.791,0.8163,0.7655,7.47,7.57,7.37,351,352,350,0.9558,0.96,0.9518,0.374,0.391,0.371,NA,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,13853432868.227,527.501285041282,1891.32066763688,510,1840,5,68.07849,62.88984,65.46877,39.81169,142.53428,143.05715,142.01946,95.60378,NA,NA,19.68346,19.29784,36.52693,37.06355,35.99303,29.84739,28.66958,42.74523,5.35049,5.21415,5.48737,27.42854,3.23481,61.3706016540527,75.7210998535156,69.2442016601563,26969000,13516000,13453000,1719141,3467514,1748373,2152959,4319984,2167025,24.76469,3410329,1691942,1718387,403.94982,165.02758,0.06997,128.33543,52.4295,0.01856,1.29373,0.52853,0.00019,6.56652,8.40601,0.03809,91.75002,117.45209,0.5744,29.14911,37.31469,0.15238
"Malawi",0.7278,0.7822,0.669,9.37,9.39,9.36,359,NA,NA,0.9446,0.9497,0.9398,0.407,NA,NA,NA,13.78216439,NA,NA,NA,NA,NA,NA,NA,NA,NA,7064971176.34408,389.398033178836,1310.99555499899,360,1310,8,80.6139,79.39138,80.00207,58.67919,142.45782,143.09862,141.824,NA,NA,NA,2.07403,72.31002,40.28176,39.91857,40.64471,34.23885,33.7171,10.23195,0.82388,0.63539,1.01835,10.28436,4.71484,66.0449981689453,84.3676986694336,77.9461975097656,18629000,9443000,9185000,1593672,3209835,1616163,1377956,2760322,1382366,13.60424,4039619,2010340,2029279,426.14847,279.01338,224.19752,132.9183,87.02597,69.92857,2.08558,1.3655,1.09723,8.15872,24.02977,1142.37005,99.55514,293.21834,12057.64718,31.05185,91.45658,5468.16659
"Malaysia",0.8793,0.9173,0.8452,12.16,12.39,11.96,468,473,463,0.9921,0.9928,0.9915,0.622,0.645,0.601,NA,81.20170665,440.207536711111,443.48121557479,436.760400859543,414.979514206286,427.706979455638,401.577679882398,437.61807367156,440.701489010677,434.371282522107,358581943446.259,11373.2330025676,31782.1533573136,10590,30650,6,101.08565,97.98917,99.4916,11.6556,105.2916,106.00638,104.61654,99.64564,99.8099,99.97004,11.84197,11.40208,81.99226,85.41413,78.77512,72.21113,69.18652,8.94723,45.12539,49.85466,40.6635,49.39325,4.53477,65.9400024414063,72.9499969482422,69.25,31950000,15527000,16423000,1420258,2924107,1503849,1532469,3162457,1629988,13.34506,2924107,1420258,1503849,15425.17785,18749.01126,9674.64526,5469.14268,6647.63925,3430.23697,1.54344,1.87602,0.96804,16.13708,22.81098,23.75401,4841.78365,7230.7089,7529.63341,1632.68071,2563.71622,2669.70273
"Maldives",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.18566588,NA,NA,NA,NA,NA,NA,NA,NA,NA,5327457149.72581,10330.615614094,15307.7219374077,9280,14110,NA,92.34973,102.374,97.35546,10.16278,97.1098,98.07931,96.20405,95.4151,96.40703,94.48842,7.38208,NA,NA,NA,NA,NA,NA,NA,31.22359,59.77832,16.61779,42.99917,4.06728,73.7693023681641,92.3551025390625,81.5712966918945,531000,195000,336000,23996,50361,26365,13137,26182,13045,17.4296,NA,NA,NA,98.94212,58.73331,55.97129,65.34266,38.78824,36.96417,1.48033,0.87874,0.83742,16.07814,NA,31.87037,2259.93288,NA,4341.66389,1492.48893,NA,2708.77969
"Mali",0.7426,0.7512,0.7329,5.57,5.11,6.03,307,307,307,0.894,0.8995,0.8887,0.317,0.315,0.318,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,17163432832.0957,899.659908096615,2316.6551998375,840,2260,9,47.14091,52.01532,49.61439,37.82669,75.6006,71.60267,79.47066,58.94142,55.75683,62.02415,39.93487,17.43224,41.02728,36.99537,44.95349,29.92706,32.95999,43.76685,4.5169,2.66183,6.34346,4.07559,3.78684,69.6656036376953,85.9160003662109,81.7218017578125,19658000,9813000,9845000,1662091,3380121,1718030,1310782,2658163,1347381,30.81621,4638440,2282923,2355517,695.75376,576.30962,269.25205,259.48406,214.93691,100.4186,1.69159,1.40119,0.65464,12.18779,25.35107,166.17826,270.78322,563.23931,3692.07858,100.98965,210.06229,1376.97503
"Malta",0.947,0.9607,0.9341,13.28,13.57,13,474,483,467,0.9936,0.9941,0.993,0.701,0.731,0.675,NA,81.40313252,471.724415048656,478.415380853535,465.585838634637,448.234760109868,473.550171714865,425.009325528165,456.590322781799,467.526840596578,446.556696506149,14553422928.8831,30098.2833099975,42581.0978615749,26480,39230,11,99.58549,104.14432,101.93419,12.93931,104.99837,105.10351,104.90065,99.53764,NA,NA,43.76648,7.11247,104.75412,104.6697,104.83432,92.96077,91.52666,35.38687,54.25992,63.17398,46.03255,6.23917,5.20455,84.0227966308594,87.1774978637695,85.6095962524414,485000,242000,243000,12078,25128,13050,13857,28444,14587,8.31414,44889,21721,23168,203.34973,314.50666,212.19649,135.20667,209.11461,141.08886,1.26339,1.954,1.31836,22.80655,29.52681,44.39611,8248.08078,10678.4909,16056.02959,5484.12615,7100.09914,10675.60978
"Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.70116262,NA,NA,NA,NA,NA,NA,NA,NA,NA,221278000,3788.16359372058,3989.03765796221,4860,5090,13,72.78646,69,70.85459,NA,84.74016,84.56508,84.90803,73.15121,74.82014,71.551,13.68845,NA,64.44054,66.6185,62.37737,55.85237,53.41091,18.03636,23.66127,23.80952,23.52127,NA,NA,NA,NA,NA,59000,NA,NA,4449,9093,4644,4409,9014,4605,19.55882,19538,9550,9988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania",0.7993,0.8222,0.7765,6.26,6.43,6.09,342,343,340,0.921,0.9271,0.9153,0.353,0.357,0.337,NA,20.80096366,NA,NA,NA,NA,NA,NA,NA,NA,NA,5234817927.17087,1188.83458753973,4150.96524599535,1160,4120,9,79.69111,72.51891,76.05602,34.27814,99.89176,102.75245,97.11084,79.5744,80.85963,78.32501,15.65834,25.9167,36.83391,37.14018,36.53606,30.97658,30.24987,24.56467,4.99912,3.33115,6.62026,3.9492,2.63107,64.4609985351563,80.3751983642578,75.8215026855469,4526000,2254000,2272000,332500,674701,342201,325171,659426,334255,42.95313,945537,466126,479411,243.99242,112.88757,77.39086,69.54136,32.17459,22.05751,1.47086,0.68052,0.46654,10.18348,14.17252,95.78092,405.73168,564.66374,3816.1176,115.63937,160.9373,1087.6485
"Mauritius",0.8588,0.9083,0.8118,12.5,12.82,12.2,473,NA,NA,0.9869,0.9883,0.9856,0.626,NA,NA,NA,58.5961697,NA,NA,NA,NA,NA,NA,NA,NA,NA,14220348672.7333,11238.6903948961,23750.9880399871,12050,26080,11,101.90525,99.71879,100.79118,16.19841,101.1076,102.48569,99.78083,94.80512,97.22058,94.88678,34.62328,10.9886,95.0962,97.76666,92.52626,84.30832,81.66395,56.58694,40.59604,47.45723,33.86001,43.6242,4.83459,73.6194000244141,75.8002014160156,74.7270965576172,1268000,642000,626000,42254,86143,43889,61610,125673,64063,30.38818,178989,87751,91238,311.98453,857.29428,87.80458,146.32527,402.08344,41.18162,1.10356,3.03245,0.31059,15.56837,31.32456,9.57631,3480.33877,7002.66516,2025.50903,1632.32932,3284.35145,927.14179
"Mayotte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266000,135000,131000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",0.892,0.9222,0.8617,12.57,12.74,12.42,430,429,430,0.9866,0.9879,0.9853,0.607,0.62,0.595,NA,65.77263448,408.801473754761,403.165629107169,414.917808706934,420.468892771172,425.800462677649,414.682773847033,419.204719582484,414.704148263307,424.088992195639,1220699479845.98,9673.44367360619,19844.6456685975,9180,19340,14,104.32097,103.88328,104.09784,26.55228,105.77001,106.03469,105.51657,95.30064,NA,NA,9.26853,16.85759,104.38503,108.2199,100.65936,81.15596,79.84907,13.14292,40.22896,40.62317,39.8398,33.5574,4.90983,70.6808013916016,84.4478988647461,77.4854965209961,127576000,65172000,62403000,6543572,13389385,6845813,6624276,13479434,6855158,11.43611,31340326,15363666,15976660,36908.63614,37468.86986,23987.36825,17173.49203,17434.16732,11161.25982,1.59334,1.61753,1.03553,13.77261,14.38587,29.63388,2586.7508,2701.93087,5565.78819,1203.6084,1257.20138,2589.74671
"Micronesia, Fed. Sts.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.30405287,NA,NA,NA,NA,NA,NA,NA,NA,NA,401932279.019221,3568.29082936098,3553.06145460345,3400,3640,NA,NA,NA,NA,19.7106,97.17474,95.96471,98.32965,85.45699,85.6523,85.27057,3.40893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4595,77.6053009033203,85.8672027587891,82.0067977905273,114000,56000,58000,7002,14275,7273,6798,13986,7188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle East & North Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8713179067899,NA,NA,NA,NA,NA,NA,NA,NA,NA,3610538547716.1,8042.8494647245,20712.4325108103,7693.2017302717,20820.8924179254,NA,89.86638,92.71545,91.32697,21.32469,104.36283,102.82767,105.82128,93.71546,92.14038,95.21183,10.53407,14.91591,81.4368,78.86392,83.88837,72.89887,74.94981,9.53422,41.8903,43.13133,40.71468,NA,NA,NA,NA,NA,456661000,220079000,236584000,24075996,49418429,25342433,22165543,45427839,23262296,NA,77351975,37698593,39653382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle East & North Africa (excluding high income)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.1146716782924,NA,NA,NA,NA,NA,NA,NA,NA,NA,1439620311552.57,3823.21794687243,13752.4084196543,3886.78011172481,13763.2766775779,NA,88.63103,92.01523,90.36671,23.02361,104.61117,102.77238,106.35637,93.41539,91.52754,95.20715,9.07343,16.20428,77.6646,75.79043,79.45058,70.61009,72.79815,7.79359,39.68762,40.16393,39.22772,NA,NA,NA,NA,NA,389463000,193195000,196269000,21371957,43890095,22518138,19666209,40303641,20637432,NA,68371191,33305784,35065407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle East & North Africa (IDA & IBRD countries)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.48122,91.93943,90.25497,23.00915,104.67971,102.81863,106.44589,93.3991,91.48722,95.21351,9.02745,16.17787,77.4084,75.39607,79.32563,70.25002,72.57012,7.81083,39.61473,39.93769,39.30289,NA,NA,NA,NA,NA,NA,NA,NA,21129865,43395000,22265135,19247067,39448791,20201724,NA,67226334,32745220,34481114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.1180264655656,NA,NA,NA,NA,NA,NA,NA,NA,NA,31150055201522.6,5485.57381480681,12983.1995303248,5342.85148178287,12834.0472333517,NA,92.54064,92.40776,92.47109,23.67467,104.44809,105.45538,103.51694,90.26697,89.23946,91.21682,19.30622,17.83669,76.88293,77.10224,76.68066,68.12466,67.67818,28.49562,36.33751,38.74932,34.09637,NA,4.475830078125,NA,NA,NA,5735396000,2830154000,2903171000,255961636,532850287,276888651,289609919,603626050,314016131,NA,884110581,424928680,459181901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moldova",0.8331,0.9035,0.7608,11.78,11.78,11.78,436,446,425,0.9845,0.9862,0.9829,0.58,0.603,0.558,NA,76.12451989,420.60399887257,421.670051029767,419.595122029875,423.992965737887,444.598528320843,404.492536251107,428.485266806617,434.102482707775,423.169317671448,11443671435.9024,3227.3121916043,7271.64191879281,2980,7620,11,88.83603,89.88921,89.38008,17.92314,90.61876,90.64651,90.59284,86.31417,86.19406,86.42633,1.52132,9.86318,86.90614,86.45337,87.33351,77.95594,78.29615,1.77478,39.82124,45.71871,34.18241,14.31534,5.51108,55.1018981933594,62.9137992858887,58.3648986816406,3536000,1841000,1695000,74678,154649,79971,126430,260374,133944,13.84031,415023,201108,213915,332.88482,513.57412,169.78916,145.41803,224.35068,74.17101,1.28585,1.98381,0.65585,32.39568,30.80955,26.64596,2365.18895,2249.38613,1945.40559,1033.21354,982.62602,849.8346
"Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.05297684,NA,NA,NA,NA,NA,NA,NA,NA,NA,7184844192.63456,185741.279991587,NA,NA,NA,11,NA,NA,NA,11.7,NA,NA,NA,NA,NA,NA,30.26647,8.54364,NA,NA,NA,NA,NA,32.5816,NA,NA,NA,70.54583,1.46121,NA,NA,NA,39000,NA,NA,NA,NA,NA,NA,NA,NA,6.88333,NA,NA,NA,NA,NA,NA,11.26371,27.90179,NA,0.17414,0.43137,NA,3.31307,4.9479,NA,NA,NA,NA,5629.03891,8406.6857,NA
"Mongolia",0.7912,0.8751,0.7088,13.59,NA,NA,435,434,435,0.9828,0.9861,0.9796,0.626,NA,NA,NA,23.71426517,NA,NA,NA,NA,NA,NA,NA,NA,NA,13066749138.3261,4121.73243469391,13799.9048471337,3660,12500,12,101.88478,101.67675,101.77965,30.38318,104.04036,102.78962,105.26309,97.69756,95.22082,96.76547,5.79336,14.49262,91.51935,94.75083,88.34743,NA,NA,7.20479,65.59544,76.65813,54.68325,42.3677,4.08578,62.2299995422363,75.9514999389648,67.3252029418945,3225000,1635000,1590000,156285,316217,159932,159477,322045,162568,23.08864,611594,302662,308932,524.09929,475.45856,104.25798,150.49838,136.53089,29.93833,1.31628,1.19412,0.26184,13.08953,15.40936,3.17441,1673.79569,1160.44125,405.92111,480.64087,407.31464,116.56278
"Montenegro",0.9072,0.9363,0.8786,12.36,NA,NA,433,439,426,0.9965,0.9967,0.9963,0.615,NA,NA,NA,71.517253,429.611542426079,425.316089322742,433.555980870941,421.057573198021,436.826398545333,406.57734039512,415.172231156272,417.519530302834,413.016747957514,5504166666.66667,8844.23698538056,20689.9867512224,8430,20930,9,94.32662,94.61538,94.47806,NA,100.00255,97.59094,102.1978,96.54847,96.08448,95.37896,0.35889,NA,89.87782,90.5243,89.28851,89.07485,88.45482,0.32583,56.08097,64.91357,47.94991,24.1333,NA,81.4532012939453,77.4636993408203,79.617301940918,622000,315000,308000,18535,38839,20304,30082,63156,33074,14.90056,70619,33622,36997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morocco",0.9316,0.9366,0.9264,10.6,10.65,10.56,367,376,359,0.9767,0.9791,0.9744,0.5,0.511,0.49,NA,64.80386519,367.727352665866,367.278386077557,368.137377728553,359.387886216686,372.930830988147,347.019601084809,376.596889264975,381.307263261378,372.29507384385,117921394402.361,3222.20063433213,8611.70983312611,3090,8430,9,94.40173,92.83505,93.59746,26.80065,113.87658,111.51325,116.1127,99.09904,96.96158,96.83048,17.0093,19.42453,80.2262,76.58119,83.69787,64.4924,64.48602,10.3297,35.93593,35.69778,36.16394,7.32388,NA,NA,NA,NA,36472000,18379000,18093000,1878108,3862015,1983907,1755233,3597672,1842439,28.74403,5606057,2728123,2877934,5706.72294,6753.37081,NA,2447.60692,2896.513,NA,2.29122,2.71144,NA,19.49905,36.35944,NA,1419.21143,2523.50345,NA,608.69815,1059.02634,NA
"Mozambique",0.6937,0.7267,0.6563,7.44,NA,NA,368,371,365,0.9276,0.9324,0.9231,0.361,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,14717223206.9,498.957220208652,1459.69841306972,460,1430,NA,48.80507,55.18379,51.98764,55.27379,112.60498,108.41345,116.79035,93.92934,92.4766,95.37994,1.94645,36.54379,35.40672,33.44512,37.39254,19.27829,19.23149,13.32907,7.31255,6.53364,8.10823,39.96728,5.59847,69.040397644043,80.4909973144531,76.3087005615234,30366000,15620000,14746000,2977774,5963908,2986134,1836807,3657186,1820379,15.16804,NA,NA,NA,905.10766,562.47224,251.62585,511.19767,317.67989,142.1163,3.19123,1.98316,0.88718,12.3982,42.51636,140.14384,137.57144,471.76488,1555.04696,77.69927,266.44908,878.27827
"Myanmar",0.8081,0.8384,0.7761,9.85,9.98,9.73,425,431,418,0.9514,0.956,0.947,0.473,0.49,0.458,NA,30.67818311,NA,NA,NA,NA,NA,NA,NA,NA,NA,71214803377.8284,1325.9529237064,6674.02864731957,1310,6500,5,94.77942,96.01347,95.39961,24.3599,112.30667,109.73606,114.84631,97.93192,88.4284,89.58032,4.92735,27.24679,68.43682,71.29753,65.5965,64.05857,61.49661,5.58047,18.81594,21.98387,15.63253,NA,1.9726,62.7383995056152,73.0608978271484,66.8115997314453,54045000,28001000,26045000,2306616,4641970,2335354,3007166,6037419,3030253,35.52046,4719012,2345210,2373802,2556.34247,2662.49364,960.41746,517.6259,539.12013,194.47197,0.77583,0.80804,0.29148,7.81464,10.30288,16.6916,482.35015,635.93449,1030.27085,97.6696,128.76841,208.61637
"Namibia",0.7124,0.758,0.6624,8.94,NA,NA,407,NA,NA,0.9558,0.9598,0.9519,0.435,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,14521711633.9533,5931.45388611617,11101.8262817533,5220,10870,7,96.91572,91.24179,94.08622,25.09173,124.24839,122.13574,126.36668,97.48892,96.14792,94.28818,5.92824,NA,NA,NA,NA,NA,NA,NA,22.88816,30.26425,15.31023,29.18496,3.10315,76.4363021850586,82.3323974609375,79.005500793457,2495000,1286000,1209000,203184,405849,202665,123299,245419,122120,16.6358,394950,197739,197211,157.33819,150.6685,378.34802,67.23472,64.38459,200.76866,0.59573,0.57047,1.57021,17.08606,NA,76.01238,1378.45233,NA,8056.30007,728.76479,NA,4275.039
"Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,133.33333,128.7037,131.01852,40.17778,126.43357,123.17416,129.66574,93.69858,82.61538,77.77778,NA,24.8,82.73561,83.61204,81.86356,71.80984,70.71547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,758,1525,767,621,1244,623,NA,3269,1628,1641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nepal",0.8544,0.8749,0.8333,11.68,11.87,11.5,369,NA,NA,0.9663,0.9687,0.9642,0.49,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,29040398982.3466,1033.91243082634,3089.55635218567,970,3110,9,123.21302,117.66454,120.44734,19.74396,142.14347,143.45337,140.82569,96.2984,NA,NA,16.57308,28.2567,80.17992,83.0243,77.373,61.87253,60.93904,NA,12.41086,12.82445,11.96419,38.6437,5.16365,56.2487983703613,73.8705978393555,67.3869018554688,28609000,15562000,13047000,1400674,2792964,1392290,2145679,4319988,2174309,60.00969,5122335,2561748,2560587,1350.66312,836.94071,271.23187,398.34379,246.83441,79.99295,1.99142,1.23399,0.39991,12.35956,10.45324,24.16269,311.54614,263.49383,609.06637,91.88262,77.71081,179.62866
"Netherlands",0.9444,0.9559,0.9332,13.82,13.89,13.75,530,532,527,0.9961,0.9965,0.9957,0.8,0.813,0.787,NA,94.71207372,519.230982676559,518.547571749966,519.910894651173,484.783725370566,499.245394652416,470.396097466122,503.383819750007,507.505043006657,499.283696481234,913658465709.125,53024.0592130531,56328.9411363302,51260,56890,13,NA,NA,NA,11.80592,104.22962,104.22212,104.23671,98.64765,99.08544,98.23325,0.37059,14.51694,135.57512,136.5169,134.68187,93.16439,92.61802,7.17702,84.98045,90.91987,79.30307,16.92845,5.4796,80.4390029907227,80.7434997558594,80.5931015014648,17280000,8674000,8606000,536430,1102937,566507,587890,1208345,620455,12.74128,2511007,1221623,1289384,10166.5636,19398.08558,15295.09297,9110.92251,17383.89307,13706.93308,1.16281,2.21867,1.74939,16.6548,23.09833,35.77867,8550.33684,11858.35181,18368.25954,7662.51602,10627.04457,16460.99861
"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202847,108835,94012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.0058408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288000,143000,145000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Zealand",0.9388,0.9505,0.9266,13.6,13.7,13.51,517,522,513,0.9947,0.9953,0.9942,0.767,0.785,0.751,NA,90.81109307,494.489675979207,490.021524581567,498.888017335768,505.727283443831,520.26237440767,491.419287581964,508.490721422843,507.646798674669,509.321458789307,204923917869.355,41945.3316690932,41005.4208705895,40640,39410,10,NA,NA,NA,14.91552,99.97476,100.19743,99.7651,99.11677,98.86377,98.09333,1.88445,13.62875,114.59004,118.2183,111.12905,96.86035,96.04486,9.08156,82.03322,97.17176,67.85505,13.85305,6.44277,70.4899978637695,68.9400024414063,69.7600021362305,4929000,2506000,2423000,185561,381594,196033,211193,432403,221210,15.9588,627829,305575,322254,2898.86616,3951.82017,2633.70411,2982.74674,4066.16866,2709.91205,1.68319,2.29457,1.52923,20.32099,21.11448,25.25573,7615.32845,7912.68891,9464.63081,7835.68294,8141.64771,9738.49606
"Nicaragua",0.8569,0.8986,0.8131,11.57,11.92,11.24,392,392,392,0.9828,0.9848,0.9808,0.531,0.55,0.513,NA,27.86304001,NA,NA,NA,NA,NA,NA,NA,NA,NA,13117845416.6297,2028.89475539369,5533.55106372852,2030,5400,7,88.8012,81.16323,84.87586,30.21638,120.64043,120.12222,121.13202,94.89265,95.96627,93.87419,15.55343,30.83047,73.43242,77.95794,69.13564,48.4211,44.6393,21.83357,NA,NA,NA,NA,4.33953,81.6281967163086,91.0887985229492,85.6401977539063,6546000,3320000,3226000,381047,784035,402988,299503,619484,319981,NA,914563,444662,469901,404.22908,134.36073,264.48209,156.36375,51.97337,102.30687,1.78526,0.5934,1.16807,11.25575,7.42901,NA,437.59813,288.82297,NA,169.27156,111.7224,NA
