# BTC-USD Exchange Rates for 2022
# Based on https://api.bitcoincharts.com/v1/csv/
# Dates are 2022-12-31..2022-01-01, in this order.
# Columns are: Open, High, Low, Close, in this order.
16603.673828,16628.986328,16517.519531,16547.496094
16641.330078,16643.427734,16408.474609,16602.585938
16552.322266,16651.755859,16508.683594,16642.341797
16716.400391,16768.169922,16497.556641,16552.572266
16919.291016,16959.845703,16642.072266,16717.173828
16842.25,16920.123047,16812.369141,16919.804688
16847.505859,16860.554688,16755.253906,16841.986328
16796.976563,16864.703125,16793.527344,16847.755859
16829.644531,16905.21875,16794.458984,16796.953125
16818.380859,16866.673828,16592.408203,16830.341797
16904.527344,16916.800781,16755.912109,16817.535156
16441.787109,17012.984375,16427.867188,16906.304688
16759.041016,16807.527344,16398.136719,16439.679688
16795.609375,16815.386719,16697.820313,16757.976563
16646.982422,16800.589844,16614.029297,16795.091797
17364.546875,17505.525391,16584.701172,16647.484375
17813.644531,17846.744141,17322.589844,17364.865234
17782.066406,18318.53125,17739.513672,17815.650391
17206.441406,17930.085938,17111.763672,17781.318359
17102.5,17212.564453,16899.394531,17206.4375
17129.710938,17245.634766,17091.820313,17104.193359
17134.220703,17216.826172,17120.683594,17128.724609
17232.148438,17280.546875,17100.835938,17133.152344
16847.349609,17267.916016,16788.783203,17233.474609
17089.505859,17109.376953,16750.558594,16848.126953
16975.238281,17091.863281,16939.921875,17089.503906
17128.894531,17378.152344,16922.431641,16974.826172
16908.169922,17157.767578,16903.439453,17130.486328
17090.097656,17116.041016,16888.140625,16908.236328
16968.683594,17088.660156,16877.880859,17088.660156
17168.001953,17197.498047,16888.388672,16967.132813
16445.476563,17190.9375,16445.476563,17168.566406
16217.639648,16522.257813,16139.396484,16444.982422
16440.222656,16482.933594,16054.530273,16217.322266
16463.882813,16594.40625,16437.025391,16444.626953
16521.576172,16666.863281,16416.228516,16464.28125
16602.269531,16603.316406,16388.404297,16521.841797
16611.636719,16771.474609,16501.767578,16604.464844
16195.588867,16638.193359,16170.50293,16610.707031
15782.300781,16253.047852,15656.606445,16189.769531
16291.223633,16291.223633,15599.046875,15787.28418
16712.919922,16746.779297,16248.692383,16291.832031
16696.220703,16797.876953,16570.410156,16711.546875
16687.912109,16947.058594,16564.611328,16697.777344
16670.425781,16726.439453,16460.683594,16687.517578
16884.341797,16960.294922,16430.111328,16669.439453
16617.484375,17051.962891,16542.550781,16884.613281
16352.02832,17109.324219,15872.941406,16618.199219
16799.722656,16920.765625,16320.634766,16353.365234
17036.875,17066.675781,16651.775391,16799.185547
17583.251953,17650.943359,16543.482422,17034.292969
15883.158203,18054.3125,15834.018555,17586.771484
18543.761719,18590.458984,15682.692383,15880.780273
20600.671875,20664.607422,17603.544922,18541.271484
20924.621094,21053.246094,20489.972656,20602.816406
21285.056641,21345.376953,20920.191406,20926.486328
21144.832031,21446.886719,21097.634766,21282.691406
20208.769531,21209.560547,20188.019531,21147.230469
20162.689453,20382.095703,20086.240234,20209.988281
20482.958984,20742.810547,20087.134766,20159.503906
20494.898438,20647.289063,20359.845703,20485.273438
20633.695313,20795.320313,20287.458984,20495.773438
20817.982422,20917.005859,20547.462891,20635.603516
20595.103516,20988.394531,20566.484375,20818.476563
20287.957031,20724.980469,20086.068359,20595.351563
20772.802734,20854.044922,20255.373047,20285.835938
20092.236328,20938.134766,20076.117188,20770.441406
19344.964844,20348.412109,19261.447266,20095.857422
19567.769531,19589.125,19206.324219,19345.572266
19207.734375,19646.652344,19124.197266,19567.007813
19172.380859,19248.068359,19132.244141,19208.189453
19053.203125,19237.384766,18770.970703,19172.46875
19138.085938,19315.199219,18971.458984,19053.740234
19335.027344,19348.416016,19127.6875,19139.535156
19550.466797,19666.994141,19144.769531,19334.416016
19268.5625,19635.802734,19173.333984,19550.757813
19068.914063,19389.603516,19068.914063,19268.09375
19185.4375,19212.541016,19019.25,19067.634766
19382.533203,19889.146484,19115.408203,19185.65625
19156.966797,19453.328125,18319.822266,19382.904297
19052.646484,19203.199219,19029.757813,19157.445313
19139,19241.960938,18925.603516,19051.417969
19446.416016,19515.466797,19102.978516,19141.484375
19417.478516,19542.539063,19349.259766,19446.425781
19546.328125,19601.695313,19299.414063,19416.568359
19957.558594,20041.085938,19395.792969,19546.849609
20161.039063,20408.392578,19900.087891,19955.443359
20335.900391,20343.748047,19801.800781,20160.716797
19623.583984,20380.34375,19523.839844,20336.84375
19044.068359,19653.542969,19025.226563,19623.580078
19311.849609,19370.308594,18970.621094,19044.107422
19431.105469,19471.154297,19231.082031,19312.095703
19573.431641,20109.849609,19265.662109,19431.789063
19427.779297,19589.265625,18924.353516,19573.050781
19104.621094,19688.34375,18553.296875,19426.720703
19221.839844,20338.455078,18915.667969,19110.546875
18803.900391,19274.873047,18721.285156,19222.671875
18936.310547,19134.732422,18696.46875,18802.097656
19296.990234,19310.197266,18861.974609,18937.011719
19412.400391,19464.671875,18617.552734,19297.638672
18534.650391,19456.910156,18415.591797,19413.550781
18891.283203,19674.630859,18290.314453,18547.400391
19545.591797,19602.457031,18813.455078,18890.789063
19418.572266,19639.480469,18390.318359,19544.128906
20127.234375,20127.234375,19387.492188,19419.505859
19777.033203,20162.53125,19777.033203,20127.576172
19704.005859,19870.628906,19400.076172,19772.583984
20242.289063,20318.166016,19636.734375,19701.210938
20184.554688,20467.201172,19793.396484,20241.089844
22371.480469,22673.820313,20062.669922,20296.707031
21770.148438,22439.181641,21603.896484,22370.449219
21678.542969,21770.552734,21406.945313,21769.255859
21376.912109,21760.275391,21168.722656,21680.539063
