# Euro foreign exchange reference rates
# Source: https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html
# Available free of charge
# Date == days since the UNIX epoch, i.e., 1970-01-01
"Date","USD","JPY","BGN","CYP","CZK","DKK","EEK","GBP","HUF","LTL","LVL","MTL","PLN","ROL","RON","SEK","SIT","SKK","CHF","ISK","NOK","HRK","RUB","TRL","TRY","AUD","BRL","CAD","CNY","HKD","IDR","ILS","INR","KRW","MXN","MYR","NZD","PHP","SGD","THB","ZAR"
18296,1.1048,120.52,1.9558,NA,25.143,7.4729,NA,0.8488,336.32,NA,NA,NA,4.2753,NA,4.7763,10.6278,NA,NA,1.0702,137.9,10.1948,7.4518,69.8725,NA,6.6073,1.6439,4.6704,1.4671,7.7298,8.5805,15146.81,3.813,78.712,1310.75,20.6722,4.5424,1.7102,56.102,1.5139,34.194,16.3262
18295,1.1066,120.1,1.9558,NA,25.177,7.4729,NA,0.84775,337.7,NA,NA,NA,4.2968,NA,4.7788,10.6808,NA,NA,1.0672,137.3,10.259,7.4465,70.5988,NA,6.6221,1.6521,4.717,1.4647,7.7681,8.5935,15207.45,3.8135,79.0035,1319.12,20.8183,4.5526,1.7106,56.293,1.5138,34.349,16.4806
18292,1.1052,120.35,1.9558,NA,25.21,7.4731,NA,0.84175,337.05,NA,NA,NA,4.3009,NA,4.7789,10.6768,NA,NA,1.0694,136.3,10.1893,7.444,70.3375,NA,6.6117,1.6494,4.7157,1.4627,7.6664,8.5843,15091.51,3.809,78.9055,1321.6,20.8044,4.5297,1.7083,56.382,1.5092,34.46,16.49
18291,1.1029,120.03,1.9558,NA,25.25,7.4729,NA,0.84183,338.36,NA,NA,NA,4.2873,NA,4.777,10.6398,NA,NA,1.069,135.9,10.1738,7.4423,69.6719,NA,6.597,1.6412,4.6836,1.4577,7.6504,8.5678,15094.84,3.808,79.011,1315,20.6985,4.5087,1.6973,56.246,1.503,34.405,16.2673
18290,1.1001,120.06,1.9558,NA,25.208,7.4728,NA,0.8458,337.39,NA,NA,NA,4.2837,NA,4.777,10.5753,NA,NA,1.0729,135.9,10.0563,7.442,68.9755,NA,6.5559,1.6299,4.6089,1.4496,7.631,8.5503,14991.61,3.8053,78.417,1296.65,20.6109,4.4884,1.6868,55.929,1.4971,34.07,16.0719
18289,1.1005,120.02,1.9558,NA,25.221,7.4728,NA,0.84603,337.18,NA,NA,NA,4.2731,NA,4.7784,10.5993,NA,NA,1.0703,137.2,10.0758,7.441,68.9032,NA,6.5475,1.629,4.6196,1.4516,7.6338,8.5578,15008.07,3.8033,78.4545,1297.2,20.7316,4.4972,1.6844,55.878,1.4949,33.945,16.1249
18288,1.1025,120.11,1.9558,NA,25.231,7.4728,NA,0.84358,337.53,NA,NA,NA,4.2715,NA,4.7808,10.5795,NA,NA,1.0689,137.4,10.0363,7.4415,69.0442,NA,6.5566,1.6291,4.6467,1.4539,7.6477,8.5745,14999.51,3.8151,78.7425,1298.34,20.8715,4.4822,1.6814,56.084,1.4965,33.869,16.0431
18285,1.1035,120.96,1.9558,NA,25.16,7.473,NA,0.84313,336.01,NA,NA,NA,4.2565,NA,4.7799,10.5363,NA,NA,1.0712,137.4,9.9375,7.4415,68.1692,NA,6.5539,1.6127,4.6084,1.4491,7.6509,8.577,15002.91,3.81,78.67,1289.12,20.717,4.4857,1.6684,56.092,1.491,33.723,15.8585
18284,1.1091,121.5,1.9558,NA,25.159,7.4732,NA,0.84498,337.19,NA,NA,NA,4.2439,NA,4.7788,10.5473,NA,NA,1.0734,137.8,9.9678,7.4438,68.6301,NA,6.5771,1.6149,4.6253,1.4599,7.6897,8.6201,15141.43,3.8336,79.0965,1295.15,20.7527,4.514,1.6797,56.514,1.4971,33.883,15.9503
18283,1.1088,121.93,1.9558,NA,25.136,7.4729,NA,0.84445,335.61,NA,NA,NA,4.2378,NA,4.7784,10.5528,NA,NA,1.0757,137.8,9.959,7.4375,68.6934,NA,6.5673,1.6184,4.6486,1.4465,7.653,8.617,15137.71,3.8279,78.8665,1290.57,20.7417,4.5078,1.6782,56.499,1.4954,33.685,15.975
18282,1.1115,122.31,1.9558,NA,25.066,7.4725,NA,0.8503,335.32,NA,NA,NA,4.2438,NA,4.7785,10.5523,NA,NA,1.0743,137.8,9.936,7.4375,68.73,NA,6.5938,1.6177,4.6661,1.4512,7.6732,8.6362,15197.89,3.8405,79.1345,1298.12,20.8194,4.5255,1.6811,56.689,1.4994,33.79,16.0899
18281,1.1085,122.14,1.9558,NA,25.125,7.4726,NA,0.85275,336.39,NA,NA,NA,4.2433,NA,4.7794,10.5548,NA,NA,1.0737,137.6,9.8815,7.4358,68.2075,NA,6.5604,1.6154,4.636,1.4487,7.6112,8.6112,15118.3,3.8326,78.784,1286.08,20.694,4.5022,1.6796,56.489,1.4943,33.647,16.1045
18278,1.1108,122.31,1.9558,NA,25.147,7.4729,NA,0.85105,335.59,NA,NA,NA,4.2367,NA,4.7803,10.545,NA,NA,1.0736,137.4,9.889,7.4378,68.2495,NA,6.5323,1.6122,4.639,1.4498,7.6186,8.6292,15184.91,3.8372,78.9567,1288.37,20.8338,4.5041,1.6782,56.548,1.496,33.746,16.0582
18277,1.1169,122.8,1.9558,NA,25.17,7.4729,NA,0.8547,333.84,NA,NA,NA,4.2324,NA,4.779,10.5678,NA,NA,1.0739,137,9.9058,7.4418,68.8102,NA,6.5363,1.6115,4.6519,1.4559,7.6837,8.6812,15223.35,3.8575,79.221,1293.87,20.9901,4.5377,1.6769,56.776,1.5025,33.915,16.1229
18276,1.1142,122.43,1.9558,NA,25.144,7.4727,NA,0.85683,332.94,NA,NA,NA,4.2265,NA,4.7803,10.559,NA,NA,1.0751,136.6,9.882,7.4443,68.4386,NA,6.558,1.6188,4.635,1.4565,7.6746,8.6591,15262.3,3.8561,78.8825,1289.22,20.9542,4.5409,1.6905,56.521,1.5011,33.693,16.0218
18275,1.1115,122.32,1.9558,NA,25.155,7.4731,NA,0.85618,332.77,NA,NA,NA,4.2219,NA,4.7795,10.5248,NA,NA,1.0767,137.2,9.892,7.445,68.2418,NA,6.5448,1.611,4.6056,1.4528,7.6536,8.6447,15219.55,3.8541,78.7285,1285.74,20.9406,4.5288,1.6803,56.242,1.4981,33.624,16.0274
18274,1.1126,122.25,1.9558,NA,25.23,7.4732,NA,0.8576,334.29,NA,NA,NA,4.2348,NA,4.7784,10.5598,NA,NA,1.0811,137.2,9.8955,7.4445,68.0893,NA,6.5219,1.6117,4.5832,1.4514,7.6697,8.6504,15243.73,3.8604,78.8225,1288.09,20.9084,4.5199,1.6769,56.147,1.4989,33.62,15.9948
18271,1.1091,121.6,1.9558,NA,25.265,7.4731,NA,0.8481,333.85,NA,NA,NA,4.2462,NA,4.7796,10.551,NA,NA,1.0822,136.6,9.8745,7.4445,68.041,NA,6.5198,1.6132,4.5188,1.4498,7.6773,8.6137,15263.99,3.8476,78.6915,1286,20.8634,4.5212,1.6769,55.998,1.4969,33.534,15.8081
18270,1.111,121.54,1.9558,NA,25.253,7.4731,NA,0.85285,332.51,NA,NA,NA,4.2422,NA,4.7785,10.533,NA,NA,1.0808,137.7,9.8665,7.446,68.0757,NA,6.5331,1.6193,4.5194,1.4505,7.7011,8.6317,15387.35,3.8556,79.162,1288.28,20.8637,4.5445,1.6796,56.25,1.5018,33.647,15.7839
18269,1.1115,120.86,1.9558,NA,25.265,7.4731,NA,0.84868,331.08,NA,NA,NA,4.2429,NA,4.7774,10.5108,NA,NA,1.0792,137.1,9.8508,7.449,68.6389,NA,6.6158,1.6195,4.5092,1.447,7.7184,8.6424,15441.51,3.8541,79.709,1297.37,20.9079,4.5588,1.6739,56.42,1.5014,33.74,15.8166
18268,1.1172,121.15,1.9558,NA,25.276,7.4731,NA,0.85183,331.28,NA,NA,NA,4.2457,NA,4.7778,10.5423,NA,NA,1.085,137.3,9.8548,7.4478,69.2576,NA,6.676,1.6251,4.5625,1.452,7.7562,8.6836,15501.15,3.8731,80.265,1302.48,21.0852,4.5727,1.6833,56.832,1.5081,33.823,15.9724
18267,1.1194,121.02,1.9558,NA,25.301,7.4732,NA,0.85215,329.66,NA,NA,NA,4.2415,NA,4.7743,10.5308,NA,NA,1.085,137.3,9.8488,7.445,69.4047,NA,6.69,1.6119,4.5461,1.4525,7.8049,8.6978,15604.44,3.8913,80.5175,1308.83,21.1418,4.594,1.6788,57.247,1.511,33.744,15.9465
18264,1.1147,120.54,1.9558,NA,25.36,7.4731,NA,0.85115,330.53,NA,NA,NA,4.2493,NA,4.7784,10.4858,NA,NA,1.084,136.9,9.8315,7.4463,69.119,NA,6.6587,1.6031,4.5271,1.4471,7.7712,8.6713,15536.69,3.8766,80.0085,1300.32,21.1433,4.5725,1.6718,56.983,1.5047,33.614,15.9222
18263,1.1193,121.75,1.9558,NA,25.411,7.4719,NA,0.84828,329.98,NA,NA,NA,4.2544,NA,4.7828,10.4728,NA,NA,1.0865,136.9,9.8408,7.4445,69.1893,NA,6.6699,1.6006,4.487,1.4549,7.7946,8.7203,15540.92,3.869,79.9065,1298.24,21.1383,4.5764,1.6718,56.825,1.5084,33.741,15.7496
18261,1.1234,121.94,1.9558,NA,25.408,7.4715,NA,0.8508,330.53,NA,NA,NA,4.2568,NA,4.783,10.4468,NA,NA,1.0854,135.8,9.8638,7.4395,69.9563,NA,6.6843,1.5995,4.5157,1.4598,7.8205,8.7473,15595.6,3.8845,80.187,1296.28,21.2202,4.5953,1.6653,56.9,1.5111,33.415,15.7773
18260,1.1189,122.19,1.9558,NA,25.463,7.4697,NA,0.85208,331.04,NA,NA,NA,4.2567,NA,4.7821,10.44,NA,NA,1.0871,135.8,9.846,7.4485,69.2781,NA,6.6567,1.5992,4.5128,1.4621,7.8175,8.7133,15565.65,3.8749,79.812,1294.35,21.085,4.5948,1.6638,56.784,1.5088,33.472,15.7398
18257,1.1153,122.23,1.9558,NA,25.509,7.4704,NA,0.8513,330.83,NA,NA,NA,4.2671,NA,4.7818,10.4363,NA,NA,1.089,135.6,9.8578,7.4475,69.2013,NA,6.6449,1.5996,4.5157,1.4592,7.8025,8.6845,15573.91,3.8611,79.637,1294.42,21.0989,4.6034,1.6655,56.574,1.5083,33.632,15.6649
18254,1.108,121.19,1.9558,NA,25.485,7.4712,NA,0.85533,331.76,NA,NA,NA,4.2598,NA,4.779,10.4553,NA,NA,1.0878,135.6,9.9118,7.4455,68.7932,NA,6.5994,1.6019,4.5246,1.4582,7.7643,8.629,15495.4,3.8464,78.9525,1287.71,21.0106,4.5832,1.6716,56.331,1.5017,33.412,15.7264
18253,1.1075,121.18,1.9558,NA,25.499,7.4719,NA,0.85708,331.24,NA,NA,NA,4.2609,NA,4.7733,10.4473,NA,NA,1.087,135.4,9.913,7.446,69.0297,NA,6.5834,1.6008,4.522,1.4577,7.7652,8.6232,15489.5,3.8452,78.9455,1288.52,21.0016,4.5878,1.6732,56.471,1.5018,33.408,15.7605
18250,1.1097,121.31,1.9558,NA,25.445,7.472,NA,0.85133,330.5,NA,NA,NA,4.2593,NA,4.7705,10.434,NA,NA,1.0883,136.4,9.9463,7.439,68.9657,NA,6.5774,1.6088,4.5175,1.4579,7.7764,8.6511,15510.83,3.8584,79.0035,1286.58,21.0259,4.5942,1.6811,56.284,1.5036,33.496,15.7936
18249,1.1117,121.73,1.9558,NA,25.473,7.4723,NA,0.85073,330.52,NA,NA,NA,4.2617,NA,4.771,10.478,NA,NA,1.0899,137.2,9.9785,7.4398,69.4593,NA,6.6022,1.6188,4.5163,1.4588,7.7931,8.6687,15551.77,3.8827,79.032,1296.6,21.1158,4.6047,1.6898,56.263,1.5074,33.568,15.918
18248,1.1115,121.81,1.9558,NA,25.49,7.472,NA,0.85055,330.77,NA,NA,NA,4.2706,NA,4.776,10.4483,NA,NA,1.0913,137.2,10.0353,7.4486,69.5288,NA,6.5732,1.6227,4.5097,1.4624,7.7783,8.6566,15558.78,3.893,78.895,1296.56,21.09,4.5999,1.692,56.271,1.5075,33.606,15.97
18247,1.1162,122.31,1.9558,NA,25.445,7.4731,NA,0.84748,329.71,NA,NA,NA,4.2595,NA,4.7771,10.4718,NA,NA,1.0946,136.6,10.0648,7.4465,69.8758,NA,6.5622,1.6294,4.5409,1.469,7.809,8.6953,15615.64,3.8996,79.2035,1299.38,21.1278,4.6239,1.6974,56.413,1.5132,33.737,16.0926
18246,1.1146,121.97,1.9558,NA,25.483,7.4731,NA,0.83415,329.01,NA,NA,NA,4.2657,NA,4.7791,10.4213,NA,NA,1.0953,136.8,10.028,7.4401,69.8317,NA,6.519,1.6177,4.5491,1.4621,7.8025,8.6856,15609.97,3.8922,79.1063,1304.67,21.2022,4.6167,1.6859,56.421,1.5096,33.689,16.1305
18243,1.1174,122.43,1.9558,NA,25.508,7.4731,NA,0.83508,328.85,NA,NA,NA,4.2726,NA,4.7795,10.449,NA,NA,1.0982,137,10.063,7.4398,69.993,NA,6.4822,1.6159,4.5664,1.4712,7.79,8.7062,15626.84,3.8894,79.061,1308.97,21.2518,4.6199,1.6873,56.441,1.5106,33.729,16.1393
18242,1.1137,120.95,1.9558,NA,25.519,7.4732,NA,0.8456,329.4,NA,NA,NA,4.2836,NA,4.7791,10.4495,NA,NA,1.0939,136.7,10.135,7.439,70.0885,NA,6.439,1.6165,4.5788,1.4676,7.8374,8.6923,15630.78,3.8749,78.9355,1323.39,21.2831,4.6324,1.6906,56.476,1.5117,33.606,16.3248
18241,1.1075,120.44,1.9558,NA,25.522,7.4728,NA,0.84245,330.74,NA,NA,NA,4.2869,NA,4.7793,10.4595,NA,NA,1.0916,135.1,10.1495,7.4385,70.3925,NA,6.4349,1.6194,4.559,1.4661,7.796,8.6538,15554.28,3.8503,78.4115,1321.5,21.292,4.6122,1.6924,56.279,1.506,33.518,16.3512
18240,1.1077,120.27,1.9558,NA,25.527,7.4731,NA,0.84073,330.85,NA,NA,NA,4.2903,NA,4.7773,10.5565,NA,NA,1.0922,134.7,10.1823,7.4398,70.4627,NA,6.43,1.6275,4.5891,1.4666,7.7968,8.6691,15518.88,3.8372,78.561,1320.74,21.2903,4.613,1.6945,56.243,1.5062,33.558,16.4121
18239,1.1075,120.15,1.9558,NA,25.528,7.4723,NA,0.84195,331.58,NA,NA,NA,4.2837,NA,4.7789,10.5435,NA,NA,1.0959,134.3,10.1238,7.4388,70.5731,NA,6.427,1.6228,4.5903,1.4675,7.796,8.6692,15506.11,3.8434,78.707,1319.29,21.3499,4.6074,1.689,56.316,1.506,33.571,16.178
18236,1.1094,120.44,1.9558,NA,25.533,7.4722,NA,0.84453,330.19,NA,NA,NA,4.2772,NA,4.78,10.5183,NA,NA,1.0968,134.6,10.1235,7.439,70.7441,NA,6.3893,1.619,4.6402,1.4618,7.7993,8.6852,15554.41,3.8465,79.0435,1317.31,21.4658,4.6145,1.6886,56.348,1.5084,33.645,16.2232
18235,1.1094,120.69,1.9558,NA,25.526,7.4716,NA,0.8447,330.85,NA,NA,NA,4.2753,NA,4.7785,10.5418,NA,NA,1.0964,134.4,10.1613,7.439,70.7798,NA,6.3845,1.6251,4.6794,1.461,7.8125,8.6853,15603.71,3.8418,79.0195,1320.69,21.4895,4.6256,1.6997,56.402,1.5103,33.676,16.2774
18234,1.1081,120.45,1.9558,NA,25.52,7.4715,NA,0.8461,331.01,NA,NA,NA,4.2792,NA,4.7754,10.5523,NA,NA,1.0956,134.2,10.1723,7.4385,70.7959,NA,6.3608,1.6203,4.6521,1.4707,7.8149,8.6753,15629.75,3.8462,79.2615,1321.2,21.6167,4.628,1.698,56.519,1.5103,33.581,16.1224
18233,1.1071,120.39,1.9558,NA,25.527,7.4719,NA,0.852,331.75,NA,NA,NA,4.2845,NA,4.7777,10.5653,NA,NA,1.0947,134.4,10.1668,7.44,71.0634,NA,6.3508,1.6186,4.6545,1.4747,7.814,8.6675,15615.65,3.8596,79.43,1319.15,21.6958,4.6216,1.7,56.583,1.5117,33.529,16.2253
18232,1.1023,120.75,1.9558,NA,25.534,7.4712,NA,0.85218,332.98,NA,NA,NA,4.3001,NA,4.7794,10.5385,NA,NA,1.0995,134.8,10.1353,7.438,70.9217,NA,6.3436,1.624,4.6654,1.4656,7.7625,8.6297,15569.99,3.8327,78.9785,1306.52,21.567,4.6071,1.7019,56.317,1.5085,33.383,16.177
18229,1.0982,120.43,1.9558,NA,25.515,7.4713,NA,0.85225,333.82,NA,NA,NA,4.3185,NA,4.7823,10.4995,NA,NA,1.0998,134,10.1045,7.4385,70.5544,NA,6.3198,1.6228,4.6459,1.4614,7.7172,8.5954,15490.11,3.8136,78.6875,1295.81,21.4483,4.5882,1.709,55.838,1.5017,33.204,16.1197
18228,1.1005,120.5,1.9558,NA,25.574,7.4715,NA,0.8518,336.25,NA,NA,NA,4.3212,NA,4.785,10.5463,NA,NA,1.0991,135,10.113,7.437,70.5328,NA,6.3477,1.6253,4.6793,1.4625,7.7416,8.6136,15517.93,3.817,78.8095,1298,21.5787,4.5929,1.7136,55.9,1.5032,33.263,16.2298
18227,1.1009,120.18,1.9558,NA,25.515,7.4712,NA,0.8545,335.95,NA,NA,NA,4.3109,NA,4.7841,10.558,NA,NA,1.0986,135,10.102,7.439,70.4425,NA,6.3442,1.622,4.6743,1.4605,7.7353,8.6176,15517.01,3.8205,78.5495,1295.88,21.448,4.593,1.7121,55.958,1.5028,33.286,16.1885
18226,1.102,120.09,1.9558,NA,25.505,7.472,NA,0.85715,336.16,NA,NA,NA,4.3015,NA,4.7766,10.5808,NA,NA,1.0993,135.4,10.0968,7.4355,70.5445,NA,6.3255,1.6251,4.6915,1.4663,7.7576,8.6256,15538.08,3.8147,78.8165,1296.87,21.4669,4.6097,1.7165,56.016,1.5057,33.297,16.3384
18225,1.1008,119.88,1.9558,NA,25.485,7.4716,NA,0.85515,335.23,NA,NA,NA,4.2965,NA,4.7723,10.6158,NA,NA,1.0986,135.9,10.1065,7.4365,70.4399,NA,6.3196,1.6232,4.6295,1.4648,7.7454,8.6164,15512.47,3.8114,78.937,1293.96,21.3437,4.5997,1.7187,55.915,1.503,33.272,16.2262
18222,1.1058,120.03,1.9558,NA,25.513,7.4727,NA,0.8598,334.29,NA,NA,NA,4.2977,NA,4.7741,10.6265,NA,NA,1.0994,136.3,10.1083,7.4365,70.4361,NA,6.3119,1.6287,4.6313,1.4679,7.7834,8.6525,15575.19,3.8332,79.271,1303.07,21.4472,4.6123,1.7236,56.235,1.5072,33.39,16.2718
18221,1.1091,120.46,1.9558,NA,25.52,7.4732,NA,0.85548,333.75,NA,NA,NA,4.297,NA,4.7813,10.6568,NA,NA,1.0998,136.3,10.1018,7.4395,70.6406,NA,6.3097,1.6282,4.6453,1.4759,7.7933,8.6739,15624.45,3.8309,79.5675,1303.11,21.5649,4.6244,1.7239,56.419,1.5098,33.5,16.2645
18220,1.1059,119.96,1.9558,NA,25.541,7.4731,NA,0.85715,333.41,NA,NA,NA,4.2932,NA,4.7803,10.6935,NA,NA,1.0977,135.9,10.1455,7.4395,70.7748,NA,6.3003,1.6227,4.6409,1.4711,7.7786,8.6549,15602.04,3.8425,79.423,1294.49,21.4802,4.6066,1.7222,56.279,1.5059,33.382,16.3671
18219,1.1077,120.46,1.9558,NA,25.565,7.4721,NA,0.85573,334.93,NA,NA,NA,4.2877,NA,4.7763,10.6475,NA,NA,1.0979,136.3,10.0853,7.4429,70.6272,NA,6.331,1.6234,4.6465,1.4633,7.7829,8.6709,15607.49,3.8313,79.3975,1292.01,21.337,4.6053,1.7259,56.371,1.507,33.458,16.3211
18218,1.1061,120.55,1.9558,NA,25.593,7.4726,NA,0.8533,335.27,NA,NA,NA,4.2915,NA,4.7744,10.6603,NA,NA,1.096,135.9,10.086,7.44,70.6242,NA,6.3316,1.6242,4.6201,1.4622,7.7629,8.6593,15588.27,3.825,79.426,1289.14,21.2907,4.5964,1.7275,56.081,1.5047,33.443,16.3463
18215,1.1034,119.95,1.9558,NA,25.583,7.4723,NA,0.8566,334.8,NA,NA,NA,4.2785,NA,4.7686,10.6518,NA,NA,1.0924,135.9,10.0345,7.438,70.3938,NA,6.3433,1.6221,4.6296,1.4608,7.7343,8.6361,15528.15,3.8352,79.163,1285.34,21.2194,4.5817,1.7255,55.849,1.5021,33.35,16.2494
18214,1.0997,119.49,1.9558,NA,25.56,7.472,NA,0.85643,333.87,NA,NA,NA,4.2926,NA,4.7673,10.694,NA,NA,1.0873,135.2,10.1198,7.4383,70.4908,NA,6.3361,1.6213,4.5928,1.4588,7.721,8.6098,15508.18,3.8271,79.1,1287.87,21.3699,4.572,1.7223,55.788,1.4989,33.218,16.3205
18213,1.1006,119.79,1.9558,NA,25.591,7.4725,NA,0.8576,334.75,NA,NA,NA,4.2874,NA,4.7633,10.7353,NA,NA,1.0894,137.7,10.139,7.4415,70.8149,NA,6.3316,1.6127,4.6017,1.4592,7.7281,8.6204,15522.75,3.8482,79.319,1288.15,21.3723,4.5713,1.7228,56.025,1.5,33.277,16.4441
18212,1.1015,120.24,1.9558,NA,25.499,7.4723,NA,0.8582,334.39,NA,NA,NA,4.2747,NA,4.7625,10.7003,NA,NA,1.0963,137.7,10.0798,7.4417,70.4859,NA,6.359,1.6087,4.5868,1.4588,7.7187,8.6202,15499.48,3.8578,78.969,1281.79,21.0924,4.563,1.7382,55.959,1.4994,33.416,16.3334
18211,1.1041,120.29,1.9558,NA,25.51,7.4722,NA,0.85743,334.35,NA,NA,NA,4.2737,NA,4.7643,10.7085,NA,NA,1.0972,137.7,10.091,7.4391,70.5319,NA,6.3722,1.6105,4.5949,1.4607,7.7404,8.6422,15540.68,3.8591,78.9905,1288,21.1057,4.5749,1.7348,56.138,1.5025,33.493,16.415
18208,1.1034,120.72,1.9558,NA,25.486,7.4727,NA,0.86158,333.37,NA,NA,NA,4.261,NA,4.7638,10.7025,NA,NA,1.0991,137.7,10.0893,7.4345,70.4653,NA,6.3513,1.6065,4.5583,1.4561,7.7115,8.6372,15463.05,3.8533,78.652,1276.66,21.1383,4.5609,1.7426,55.809,1.5002,33.527,16.3121
18207,1.1077,120.9,1.9558,NA,25.534,7.472,NA,0.86442,332.73,NA,NA,NA,4.2653,NA,4.7602,10.6253,NA,NA,1.0998,137.7,10.0715,7.4295,70.579,NA,6.3613,1.6059,4.5238,1.4585,7.7271,8.6689,15501.71,3.8623,78.549,1279.27,21.197,4.5682,1.7383,55.917,1.5035,33.624,16.3233
18206,1.109,120.88,1.9558,NA,25.498,7.4713,NA,0.86033,331.68,NA,NA,NA,4.2693,NA,4.7627,10.644,NA,NA,1.101,137.7,10.126,7.4343,70.6538,NA,6.3803,1.607,4.4242,1.4599,7.7604,8.6786,15542.64,3.8644,78.6855,1284.3,21.305,4.5874,1.7385,56.126,1.5065,33.608,16.4153
18205,1.1109,120.93,1.9558,NA,25.536,7.4712,NA,0.86113,329.84,NA,NA,NA,4.2643,NA,4.7583,10.6943,NA,NA,1.1009,137.7,10.1525,7.4486,70.4334,NA,6.3807,1.6079,4.4655,1.4584,7.7734,8.704,15516.5,3.888,78.529,1284.34,21.3072,4.5886,1.7339,56.012,1.5078,33.544,16.3876
18204,1.1158,120.93,1.9558,NA,25.511,7.4713,NA,0.86368,328.78,NA,NA,NA,4.2588,NA,4.7542,10.7035,NA,NA,1.1021,137.9,10.1668,7.4488,70.5726,NA,6.3483,1.6158,4.4644,1.468,7.8425,8.7461,15643.31,3.9279,78.9205,1296.92,21.3095,4.6311,1.7358,56.376,1.5146,33.689,16.5296
18201,1.1139,120.43,1.9558,NA,25.514,7.4712,NA,0.86008,328.33,NA,NA,NA,4.2535,NA,4.7547,10.6993,NA,NA,1.1013,138.1,10.1638,7.46,71.0786,NA,6.3761,1.6151,4.4437,1.4682,7.844,8.7298,15640.93,3.9272,78.816,1300.09,21.3164,4.64,1.7326,56.286,1.5129,33.623,16.828
18200,1.1154,120.73,1.9558,NA,25.509,7.4708,NA,0.86133,328.7,NA,NA,NA,4.2581,NA,4.756,10.7498,NA,NA,1.1007,138.1,10.252,7.4579,71.3639,NA,6.3717,1.6137,4.4514,1.4673,7.854,8.7401,15701.5,3.9342,79.1125,1302.87,21.3265,4.6607,1.7359,56.704,1.5174,33.668,16.912
18199,1.1106,120.99,1.9558,NA,25.512,7.4709,NA,0.862,329.72,NA,NA,NA,4.2629,NA,4.7577,10.801,NA,NA,1.1032,138.1,10.2488,7.4606,70.9556,NA,6.3615,1.6199,4.4611,1.4534,7.8371,8.708,15600.04,3.92,78.7705,1297.21,21.2538,4.6423,1.7504,56.591,1.5141,33.58,16.5609
18198,1.1095,120.88,1.9558,NA,25.543,7.4706,NA,0.86328,328.78,NA,NA,NA,4.2693,NA,4.7559,10.7923,NA,NA,1.1041,138.1,10.2748,7.4568,70.9154,NA,6.3596,1.6186,4.43,1.4486,7.8392,8.6994,15590.95,3.9162,78.615,1295.86,21.1812,4.641,1.7481,56.623,1.5121,33.524,16.2241
18197,1.1087,120.69,1.9558,NA,25.48,7.4707,NA,0.86328,328.16,NA,NA,NA,4.2715,NA,4.7559,10.7503,NA,NA,1.1047,138.3,10.2105,7.4543,70.5328,NA,6.3479,1.6245,4.4158,1.4487,7.8366,8.6923,15536.21,3.9187,78.4355,1297.1,21.1244,4.641,1.7482,56.731,1.5104,33.488,16.1202
18194,1.1107,120.59,1.9558,NA,25.568,7.4704,NA,0.86598,328.87,NA,NA,NA,4.2777,NA,4.7553,10.7445,NA,NA,1.1019,138.3,10.1865,7.453,70.824,NA,6.4012,1.627,4.4732,1.4511,7.8524,8.7048,15588.67,3.9242,78.7515,1304.87,21.202,4.6494,1.7456,56.951,1.514,33.504,16.2387
18193,1.1128,120.86,1.9558,NA,25.598,7.4705,NA,0.86288,329.24,NA,NA,NA,4.277,NA,4.752,10.6963,NA,NA,1.1019,138.3,10.1368,7.452,71.1856,NA,6.4251,1.6273,4.4908,1.4545,7.8704,8.7235,15619.26,3.922,79.022,1305.33,21.2595,4.6571,1.74,57.088,1.5162,33.707,16.2753
18192,1.1123,120.63,1.9558,NA,25.638,7.4707,NA,0.86408,329.11,NA,NA,NA,4.2786,NA,4.7603,10.7385,NA,NA,1.1004,138.9,10.1775,7.4418,71.0887,NA,6.4318,1.6252,4.5459,1.4558,7.8684,8.7235,15604.46,3.9329,78.8245,1303.45,21.3268,4.6578,1.7361,56.765,1.5161,33.73,16.3217
18191,1.113,120.87,1.9558,NA,25.57,7.4708,NA,0.86065,329.92,NA,NA,NA,4.2778,NA,4.7609,10.7303,NA,NA,1.1004,139.3,10.1833,7.4405,70.9699,NA,6.4897,1.6237,4.59,1.4581,7.8795,8.7295,15626.52,3.9411,78.9245,1305.83,21.2721,4.6618,1.7358,56.969,1.5164,33.735,16.3337
18190,1.1173,121.29,1.9558,NA,25.63,7.4708,NA,0.8593,329.98,NA,NA,NA,4.2788,NA,4.7584,10.7311,NA,NA,1.1002,139.3,10.1638,7.4378,71.1373,NA,6.5047,1.624,4.6059,1.4643,7.9025,8.7635,15713.09,3.9484,79.169,1309.04,21.4,4.6709,1.7432,57.046,1.5203,33.804,16.4831
18187,1.1144,120.97,1.9558,NA,25.659,7.4702,NA,0.86435,330.62,NA,NA,NA,4.2843,NA,4.7565,10.7742,NA,NA,1.0996,139.1,10.2198,7.4418,71.3066,NA,6.4447,1.6278,4.6363,1.4639,7.8941,8.7396,15773.15,3.9462,79.2735,1314.33,21.3875,4.6654,1.7488,57.07,1.5214,33.761,16.4566
