# Euro foreign exchange reference rates
# Source: https://www.ecb.europa.eu/stats/policy_and_exchange_rates/euro_reference_exchange_rates/html/index.en.html
# Available free of charge
# Date == days since the UNIX epoch, i.e., 1970-01-01
"Date","USD","JPY","BGN","CYP","CZK","DKK","EEK","GBP","HUF","LTL","LVL","MTL","PLN","ROL","RON","SEK","SIT","SKK","CHF","ISK","NOK","HRK","RUB","TRL","TRY","AUD","BRL","CAD","CNY","HKD","IDR","ILS","INR","KRW","MXN","MYR","NZD","PHP","SGD","THB","ZAR"
19390,1.0988,141.12,1.9558,NA,23.809,7.4393,NA,0.89289,387.2,NA,NA,NA,4.7015,NA,4.9025,11.3587,NA,NA,0.9992,153.5,10.9535,NA,NA,NA,20.6766,1.5407,5.4859,1.4602,7.3878,8.6183,16360.69,3.7577,90.3015,1345.9,20.405,4.6655,1.6855,59.17,1.4352,36.03,18.7046
19389,1.0894,141.37,1.9558,NA,23.775,7.4396,NA,0.88413,390.2,NA,NA,NA,4.7075,NA,4.9117,11.3455,NA,NA,0.998,153.5,10.8569,NA,NA,NA,20.4978,1.5392,5.5174,1.4506,7.3452,8.5444,16299.47,3.769,89.106,1339.22,20.4919,4.6471,1.6903,59.318,1.4303,35.841,18.8328
19388,1.0833,141.27,1.9558,NA,23.792,7.4388,NA,0.88073,390.91,NA,NA,NA,4.709,NA,4.921,11.348,NA,NA,1.0032,153.1,10.9083,NA,NA,NA,20.3787,1.5476,5.5373,1.457,7.3198,8.4898,16282.57,3.7675,88.636,1338.9,20.3961,4.6211,1.6858,59.192,1.4268,35.787,18.9223
19387,1.0903,141.79,1.9558,NA,23.861,7.4383,NA,0.87978,390.53,NA,NA,NA,4.7103,NA,4.9055,11.262,NA,NA,1.0045,153.3,10.7925,NA,NA,NA,20.5063,1.539,5.5654,1.4532,7.3601,8.5415,16335.28,3.7786,88.8885,1338.87,20.487,4.6272,1.6778,59.47,1.431,35.68,18.889
19384,1.0865,141.1,1.9558,NA,23.826,7.4378,NA,0.87885,388.85,NA,NA,NA,4.7085,NA,4.8965,11.2108,NA,NA,1.0017,154.9,10.76,NA,NA,NA,20.4365,1.5289,5.5104,1.4479,7.369,8.5061,16281.15,3.7353,88.672,1341.37,20.3678,4.6116,1.6759,59.187,1.4277,35.702,18.7185
19383,1.0895,141.38,1.9558,NA,23.818,7.4383,NA,0.87945,387.38,NA,NA,NA,4.7195,NA,4.8818,11.1763,NA,NA,1.0002,156.5,10.762,NA,NA,NA,20.4961,1.5308,5.5572,1.4568,7.3893,8.5295,16298.97,3.7091,88.8255,1342.51,20.5275,4.6255,1.6799,59.301,1.4292,35.687,18.6127
19382,1.0878,141.17,1.9558,NA,23.808,7.4381,NA,0.88248,388.75,NA,NA,NA,4.7158,NA,4.9035,11.1335,NA,NA,1.002,157.1,10.7896,NA,NA,NA,20.4658,1.536,5.569,1.4544,7.3778,8.5202,16278.93,3.6651,88.7258,1343.93,20.436,4.6357,1.6792,59.35,1.4307,35.718,18.6745
19381,1.0858,141.47,1.9558,NA,23.874,7.4399,NA,0.88368,397.33,NA,NA,NA,4.713,NA,4.9171,11.0995,NA,NA,1.0053,156.1,10.7193,NA,NA,NA,20.4234,1.547,5.6164,1.4517,7.3642,8.5014,16259.05,3.6671,88.6235,1341.6,20.4603,4.6448,1.6743,59.122,1.4337,35.609,18.7687
19380,1.0871,141.65,1.9558,NA,23.881,7.4393,NA,0.8797,395.98,NA,NA,NA,4.7113,NA,4.9202,11.1183,NA,NA,1.0013,154.7,10.6835,NA,NA,NA,20.4478,1.5529,5.6372,1.4523,7.373,8.5105,16314.27,3.6709,88.452,1335.67,20.4428,4.6588,1.6778,59.345,1.4328,35.63,18.6597
19377,1.0826,140.86,1.9558,NA,23.922,7.4391,NA,0.876,395.88,NA,NA,NA,4.71,NA,4.9258,11.1655,NA,NA,0.9962,154.3,10.7135,NA,NA,NA,20.3566,1.5619,5.6271,1.4583,7.3425,8.4775,16367.67,3.6839,87.817,1336.47,20.4865,4.6395,1.6852,58.958,1.4311,35.455,18.577
19376,1.0815,139.02,1.9558,NA,23.924,7.4398,NA,0.87648,396.43,NA,NA,NA,4.7063,NA,4.9265,11.1533,NA,NA,0.9921,154.5,10.746,NA,NA,NA,20.3295,1.5726,5.6326,1.4603,7.3424,8.4696,16429.66,3.6952,88.046,1340.52,20.5437,4.6591,1.6978,59.099,1.4326,35.803,18.6931
19375,1.0839,139.79,1.9558,NA,23.954,7.4399,NA,0.8753,396.15,NA,NA,NA,4.6983,NA,4.9388,11.1735,NA,NA,0.9906,154.5,10.6553,NA,NA,NA,20.3706,1.5413,5.5252,1.4505,7.3193,8.4814,16307.2,3.6524,88.142,1337.16,20.2193,4.6754,1.6683,59.17,1.428,35.633,18.396
19374,1.0843,139.5,1.9558,NA,23.966,7.4386,NA,0.88595,399.58,NA,NA,NA,4.6958,NA,4.9356,11.285,NA,NA,0.9998,154.5,10.7463,NA,NA,NA,20.3762,1.5611,5.5607,1.4547,7.3473,8.4807,16467.83,3.7021,88.577,1343.5,20.3994,4.6912,1.6957,59.441,1.4343,35.869,18.6027
19373,1.0812,138.92,1.9558,NA,23.997,7.4392,NA,0.88758,398.98,NA,NA,NA,4.6935,NA,4.9313,11.2725,NA,NA,1.0026,154.5,10.6945,NA,NA,NA,20.3175,1.5537,5.524,1.4486,7.2791,8.4449,16335.03,3.6971,88.2795,1340.22,20.358,4.6665,1.6945,58.936,1.4288,35.696,18.445
19370,1.0814,139.02,1.9558,NA,24.011,7.4387,NA,0.888,396.96,NA,NA,NA,4.6888,NA,4.9423,11.2528,NA,NA,1.0051,154.3,10.6945,NA,NA,NA,20.3196,1.5586,5.5512,1.4494,7.2729,8.4471,16412,3.7032,88.096,1343.41,20.4391,4.689,1.7014,59.44,1.4311,35.751,18.2482
19369,1.0772,140.61,1.9558,NA,24.036,7.4385,NA,0.8869,399.6,NA,NA,NA,4.692,NA,4.944,11.273,NA,NA,1.0056,154.3,10.7228,NA,NA,NA,20.2312,1.557,5.5556,1.4439,7.27,8.4121,16456.12,3.6893,87.783,1340.17,20.3745,4.6955,1.6937,59.292,1.4309,35.849,18.1417
19368,1.0747,142.61,1.9558,NA,24.027,7.4375,NA,0.88673,399.1,NA,NA,NA,4.6819,NA,4.9335,11.2783,NA,NA,0.9967,154.3,10.738,NA,NA,NA,20.1793,1.5588,5.584,1.4429,7.2807,8.3974,16612.34,3.7104,87.812,1341.01,20.4957,4.6975,1.6912,59.013,1.4316,35.895,18.2827
19367,1.0723,141.92,1.9558,NA,23.984,7.4375,NA,0.8833,399,NA,NA,NA,4.695,NA,4.9338,11.1963,NA,NA,0.9908,154.7,10.6785,NA,NA,NA,20.1356,1.5616,5.6471,1.4382,7.2732,8.374,16675.07,3.7244,87.703,1338.38,20.5299,4.6889,1.6879,58.751,1.429,36.024,18.3054
19366,1.0696,141.35,1.9558,NA,23.99,7.4374,NA,0.88048,397.25,NA,NA,NA,4.6963,NA,4.9253,11.196,NA,NA,0.9865,153.5,10.6108,NA,NA,NA,20.0824,1.5446,5.6475,1.4299,7.2546,8.3508,16661.92,3.7347,88.078,1330.37,20.4825,4.68,1.6741,58.946,1.4244,35.789,18.2059
19363,1.05,141.3,1.9558,NA,24.054,7.437,NA,0.88475,396.96,NA,NA,NA,4.695,NA,4.9296,11.258,NA,NA,0.9864,152.9,10.807,NA,NA,NA,19.7065,1.559,5.6034,1.4331,7.2045,8.2006,16468.3,3.7361,86.9103,1337.18,20.2645,4.6237,1.6889,58.374,1.4156,35.737,18.2092
19362,1.0601,140.95,1.9558,NA,24.028,7.4373,NA,0.88303,396.88,NA,NA,NA,4.67,NA,4.9235,11.1848,NA,NA,0.9839,152.3,10.7248,NA,NA,NA,19.8982,1.5515,5.706,1.4316,7.2863,8.2788,16543.07,3.74,87.4755,1345.9,20.5412,4.6517,1.6832,59.185,1.4213,35.948,18.125
19361,1.0599,138.74,1.9558,NA,24.028,7.4374,NA,0.88076,395.85,NA,NA,NA,4.6685,NA,4.9264,11.1653,NA,NA,0.9843,151.7,10.738,NA,NA,NA,19.867,1.5452,5.7758,1.4363,7.2985,8.2864,16504.76,3.7397,87.791,1348.95,20.4494,4.6641,1.6775,59.33,1.4212,36.047,17.8349
19360,1.0545,137.93,1.9558,NA,24.124,7.437,NA,0.88048,403.33,NA,NA,NA,4.6831,NA,4.931,11.143,NA,NA,0.9879,151.7,10.528,NA,NA,NA,19.7566,1.5708,5.6656,1.4414,7.2863,8.2392,16471.95,3.7216,87.4095,1346.51,20.5283,4.6439,1.6932,59.02,1.4188,36.254,18.019
19359,1.0683,139.62,1.9558,NA,24.176,7.4374,NA,0.8863,401.03,NA,NA,NA,4.6813,NA,4.94,11.1663,NA,NA,0.9873,151.7,10.5135,NA,NA,NA,20.0039,1.5699,5.7048,1.4506,7.3698,8.3389,16631.78,3.7537,88.426,1357.8,20.8318,4.7059,1.6886,59.634,1.4324,36.915,18.1719
19356,1.0666,140.66,1.9558,NA,24.116,7.4365,NA,0.88693,400.87,NA,NA,NA,4.6808,NA,4.9495,11.1218,NA,NA,0.9847,151.5,10.5138,7.5365,NA,NA,19.9649,1.5693,5.6386,1.444,7.3582,8.3163,16519.82,3.7554,88.171,1344.09,20.856,4.6984,1.6798,59.32,1.43,36.835,18.0986
19355,1.0649,142.24,1.9558,NA,24.191,7.4365,NA,0.88549,399.6,NA,NA,NA,4.6855,NA,4.9493,11.158,NA,NA,0.984,152.5,10.55,7.5365,NA,NA,19.934,1.5859,5.5351,1.4475,7.4151,8.2994,16680.38,3.7575,88.2295,1350.18,20.651,4.7106,1.6887,59.367,1.436,36.877,18.1967
19354,1.064,142.21,1.9558,NA,24.252,7.4365,NA,0.88058,403.3,NA,NA,NA,4.7008,NA,4.946,11.1038,NA,NA,0.9863,151.9,10.4495,7.5365,NA,NA,19.9144,1.566,5.6109,1.4361,7.4224,8.2931,16765.93,3.7526,88.0943,1348.59,20.6856,4.7055,1.6772,59.613,1.4323,36.953,18.289
19353,1.0624,141.68,1.9558,NA,24.26,7.4366,NA,0.88333,401.65,NA,NA,NA,4.6683,NA,4.927,11.1285,NA,NA,0.9885,152.3,10.4895,7.5375,NA,NA,19.8799,1.577,5.6035,1.4384,7.3994,8.2874,16620.58,3.7278,88.0808,1349.85,20.5515,4.699,1.6916,59.356,1.43,36.775,18.3181
19349,1.0622,140.86,1.9558,NA,24.247,7.4364,NA,0.8803,400.68,NA,NA,NA,4.6423,NA,4.9056,11.1045,NA,NA,0.9867,152.3,10.4448,7.537,NA,NA,19.843,1.5857,5.4834,1.4433,7.4198,8.2878,16569.18,3.704,87.958,1359.5,20.7115,4.7002,1.6887,58.623,1.4337,36.842,18.1048
19348,1.0633,140.42,1.9558,NA,24.215,7.4367,NA,0.88243,402.13,NA,NA,NA,4.6443,NA,4.8993,11.05,NA,NA,0.9852,153.3,10.4123,7.538,NA,NA,19.8553,1.5804,5.5386,1.4484,7.4229,8.2883,16525.91,3.6942,88.0365,1361.75,20.8485,4.7051,1.6918,58.705,1.4356,36.849,18.2238
19347,1.0636,140.29,1.9558,NA,24.218,7.438,NA,0.87651,402.93,NA,NA,NA,4.6665,NA,4.8937,11.0623,NA,NA,0.9836,152.1,10.4309,7.5419,NA,NA,19.8541,1.5859,5.4913,1.4475,7.4219,8.2902,16573.77,3.6989,88.109,1367.63,20.9919,4.7197,1.685,58.556,1.4366,36.907,18.3529
19346,1.0599,140.58,1.9558,NA,24.181,7.4388,NA,0.8753,403.88,NA,NA,NA,4.6757,NA,4.9125,11.0615,NA,NA,0.9854,151.5,10.5098,7.5471,NA,NA,19.7744,1.5972,5.6234,1.4451,7.39,8.2488,16537.09,3.6759,87.6649,1363.73,20.9355,4.6991,1.6816,58.549,1.4347,36.853,18.4239
19345,1.0598,144.65,1.9558,NA,24.233,7.4382,NA,0.87118,403.18,NA,NA,NA,4.6853,NA,4.9107,11.0063,NA,NA,0.9884,151.9,10.5025,7.5395,NA,NA,19.7676,1.5794,5.6327,1.4472,7.3901,8.2428,16506.72,3.6551,87.5321,1377.17,20.9743,4.6912,1.6632,58.649,1.4378,36.923,18.3074
19342,1.0619,145.53,1.9558,NA,24.262,7.4379,NA,0.87233,407.1,NA,NA,NA,4.6925,NA,4.9213,11.0153,NA,NA,0.9879,150.1,10.4833,7.5385,NA,NA,19.8039,1.5866,5.6233,1.4506,7.4037,8.2632,16575.47,3.6689,87.824,1389.7,21.0634,4.6984,1.6687,58.967,1.4413,37.145,18.6708
19341,1.0621,145.07,1.9558,NA,24.27,7.4387,NA,0.86194,406.4,NA,NA,NA,4.689,NA,4.922,10.898,NA,NA,0.9862,150.9,10.4013,7.5395,NA,NA,19.806,1.5695,5.6247,1.4443,7.4007,8.2551,16591.4,3.6388,87.9355,1393.97,20.9431,4.6918,1.6628,59.297,1.4406,37.12,18.3599
19340,1.0649,143.68,1.9558,NA,24.276,7.4392,NA,0.86118,406.63,NA,NA,NA,4.681,NA,4.9248,10.8638,NA,NA,0.9865,150.9,10.362,7.538,NA,NA,19.8579,1.551,5.6842,1.4441,7.4009,8.2751,16599.51,3.6327,87.8435,1379.99,20.8635,4.6765,1.6508,59.326,1.4349,36.851,18.2563
19339,1.0545,144.85,1.9558,NA,24.287,7.4391,NA,0.85753,409.65,NA,NA,NA,4.6938,NA,4.9298,10.8965,NA,NA,0.9869,151.1,10.4679,7.5495,NA,NA,19.6649,1.5553,5.5784,1.4341,7.3637,8.2033,16521.81,3.6266,87.2965,1378.75,20.9435,4.6704,1.6464,58.852,1.4288,36.707,18.6855
19338,1.0562,144.86,1.9558,NA,24.307,7.4379,NA,0.86006,416.78,NA,NA,NA,4.6923,NA,4.9318,10.9075,NA,NA,0.9855,150.7,10.5548,7.554,NA,NA,19.6913,1.5625,5.556,1.4428,7.367,8.2103,16524.63,3.6232,87.253,1377.93,20.9047,4.6652,1.6523,58.788,1.4284,36.708,18.4697
19335,1.0559,143.3,1.9558,NA,24.293,7.4379,NA,0.8595,417.53,NA,NA,NA,4.6869,NA,4.9224,10.9188,NA,NA,0.9856,149.5,10.5345,7.555,NA,NA,19.6872,1.5553,5.5457,1.438,7.3475,8.2169,16453.46,3.6128,86.9535,1373.94,20.849,4.6512,1.6482,58.47,1.426,36.656,18.2358
19334,1.0519,143.75,1.9558,NA,24.324,7.4382,NA,0.86258,417.66,NA,NA,NA,4.6853,NA,4.9131,10.906,NA,NA,0.9889,149.5,10.488,7.5553,NA,NA,19.6114,1.559,5.488,1.4307,7.3324,8.1889,16423.92,3.6206,86.6755,1387.06,20.6989,4.6257,1.6547,58.233,1.4256,36.559,18.0225
19333,1.0529,144.44,1.9558,NA,24.322,7.4382,NA,0.86408,410.63,NA,NA,NA,4.7003,NA,4.918,10.919,NA,NA,0.9893,148.7,10.5255,7.5525,NA,NA,19.6256,1.5728,5.5023,1.4387,7.3476,8.1997,16465.17,3.626,86.692,1390.87,20.7534,4.6301,1.6573,58.432,1.4286,36.904,18.1353
19332,1.0516,143.33,1.9558,NA,24.316,7.438,NA,0.8617,415.08,NA,NA,NA,4.6975,NA,4.913,10.889,NA,NA,0.9872,148.9,10.4408,7.5563,NA,NA,19.601,1.5625,5.5113,1.4326,7.3494,8.1813,16441.49,3.5831,86.6485,1386.39,20.6884,4.6223,1.6583,58.782,1.4263,36.827,18.2068
19331,1.0587,143.07,1.9558,NA,24.351,7.4369,NA,0.86085,412.13,NA,NA,NA,4.695,NA,4.9215,10.8931,NA,NA,0.9893,148.9,10.3366,7.551,NA,NA,19.7326,1.5542,5.5491,1.4198,7.3573,8.2236,16332.36,3.5856,86.5249,1370.87,20.7295,4.6255,1.6498,59.245,1.4271,36.732,18.2038
19328,1.0538,141.32,1.9558,NA,24.377,7.4373,NA,0.85855,410,NA,NA,NA,4.684,NA,4.9298,10.902,NA,NA,0.9834,148.7,10.2615,7.5503,NA,NA,19.6392,1.5457,5.4657,1.416,7.3971,8.2035,16179.78,3.5769,85.6435,1366.67,20.187,4.6241,1.6453,58.734,1.4227,36.614,18.2749
19327,1.0454,142.48,1.9558,NA,24.361,7.4373,NA,0.85715,413.5,NA,NA,NA,4.6998,NA,4.9303,10.8984,NA,NA,0.9868,148.7,10.2495,7.55,NA,NA,19.4778,1.5377,5.4508,1.4059,7.3965,8.1371,16160.84,3.5642,84.933,1363.81,20.1472,4.605,1.6446,58.793,1.4195,36.526,18.5393
19326,1.0376,144.28,1.9558,NA,24.338,7.4366,NA,0.86488,408.4,NA,NA,NA,4.6635,NA,4.9245,10.9345,NA,NA,0.9854,147.1,10.2648,7.549,NA,NA,19.3333,1.5425,5.5063,1.4021,7.3437,8.0944,16271.81,3.5691,84.4215,1365.14,20.0111,4.6147,1.6634,58.697,1.418,36.588,17.5768
19325,1.0366,143.36,1.9558,NA,24.334,7.4367,NA,0.86218,406.5,NA,NA,NA,4.673,NA,4.9193,10.901,NA,NA,0.9862,147.1,10.3313,7.55,NA,NA,19.3181,1.5414,5.5126,1.4005,7.4289,8.0965,16301.58,3.5581,84.6548,1375.7,19.8075,4.6735,1.6639,58.64,1.4237,36.706,17.6027
19324,1.0463,144.9,1.9558,NA,24.348,7.4367,NA,0.86606,408.87,NA,NA,NA,4.6938,NA,4.9246,10.8973,NA,NA,0.9872,146.7,10.364,7.5488,NA,NA,19.4844,1.5632,5.6354,1.4062,7.5326,8.1782,16440.45,3.6002,85.437,1396.56,20.22,4.6874,1.6827,59.21,1.4375,37.285,17.9376
19321,1.0375,144.62,1.9558,NA,24.367,7.4365,NA,0.85885,411.33,NA,NA,NA,4.6875,NA,4.9255,10.8183,NA,NA,0.9836,146.5,10.2985,7.5473,NA,NA,19.3333,1.5404,5.5476,1.3864,7.4425,8.1084,16282.44,3.5551,84.7145,1383.2,20.1069,4.648,1.6651,58.795,1.4277,37.153,17.7677
19320,1.0413,143.9,1.9558,NA,24.392,7.4369,NA,0.85933,413.33,NA,NA,NA,4.6958,NA,4.9205,10.8573,NA,NA,0.9818,146.5,10.3435,7.547,NA,NA,19.3969,1.5414,5.5504,1.3894,7.4442,8.1324,16295.35,3.5607,85.0295,1382.28,20.1501,4.6806,1.6598,58.992,1.4319,37.258,17.7246
19319,1.0325,145.75,1.9558,NA,24.356,7.437,NA,0.86369,405.75,NA,NA,NA,4.7033,NA,4.937,10.8933,NA,NA,0.9795,146.7,10.3659,7.5435,NA,NA,19.2316,1.5522,5.565,1.3856,7.3982,8.0708,16189.81,3.5681,84.466,1397.42,20.001,4.7237,1.6718,58.914,1.4295,37.423,17.7103
19318,1.0274,145.2,1.9558,NA,24.351,7.4377,NA,0.86358,408.23,NA,NA,NA,4.7125,NA,4.9269,10.9653,NA,NA,0.9791,145.7,10.4445,7.5438,NA,NA,19.1221,1.5473,5.4578,1.3765,7.3344,8.0313,16106.79,3.5615,83.8768,1392.68,20.0951,4.7055,1.6707,58.942,1.4167,37.11,17.7568
19317,1.0246,145.33,1.9558,NA,24.356,7.4377,NA,0.86793,409.43,NA,NA,NA,4.7075,NA,4.9413,10.9873,NA,NA,0.9817,147.9,10.4898,7.5425,NA,NA,19.0822,1.5471,5.4401,1.377,7.3419,7.9989,16116.76,3.5515,83.7375,1395,19.9357,4.6927,1.6766,58.822,1.4162,37.121,17.7858
19314,1.0366,145.12,1.9558,NA,24.351,7.4385,NA,0.87063,407.41,NA,NA,NA,4.7033,NA,4.9413,10.9805,NA,NA,0.9881,148.9,10.486,7.5415,NA,NA,19.3009,1.5433,5.547,1.3841,7.379,8.1092,16224.36,3.591,84.6875,1389.02,20.162,4.7202,1.6757,59.41,1.4229,37.069,17.908
19313,1.0319,144.8,1.9558,NA,24.399,7.4383,NA,0.87475,415.6,NA,NA,NA,4.7153,NA,4.9254,10.9871,NA,NA,0.9818,148.9,10.498,7.541,NA,NA,19.2124,1.5526,5.6535,1.382,7.3859,8.077,16224.01,3.5796,84.394,1394.06,20.062,4.7122,1.6986,59.293,1.4221,37.123,18.0961
19312,1.0412,145.29,1.9558,NA,24.355,7.4386,NA,0.87483,408.18,NA,NA,NA,4.7065,NA,4.9206,10.8754,NA,NA,0.9795,148.9,10.3675,7.5443,NA,NA,19.3783,1.54,5.5438,1.3801,7.372,8.1444,16248.37,3.5684,84.5905,1378.1,20.1227,4.7323,1.6897,59.678,1.425,37.103,18.0195
19311,1.0404,144.84,1.9558,NA,24.326,7.4388,NA,0.87455,405.45,NA,NA,NA,4.7073,NA,4.9116,10.8081,NA,NA,0.979,149.9,10.357,7.5459,NA,NA,19.3608,1.5415,5.548,1.3816,7.3299,8.143,16164.78,3.5694,84.1304,1365.61,20.0795,4.7208,1.6897,59.532,1.4238,36.939,17.8822
19310,1.0319,144.86,1.9558,NA,24.289,7.4382,NA,0.87513,407.28,NA,NA,NA,4.6898,NA,4.9043,10.7713,NA,NA,0.9751,150.3,10.3143,7.5465,NA,NA,19.1923,1.5427,5.4605,1.3706,7.2906,8.0852,16052.12,3.541,83.7779,1369.32,20.0985,4.7429,1.6957,59.04,1.4177,36.978,17.8393
19307,1.0308,143.89,1.9558,NA,24.278,7.4384,NA,0.87538,402.08,NA,NA,NA,4.6765,NA,4.894,10.7241,NA,NA,0.9844,148.7,10.2635,7.5445,NA,NA,19.0987,1.5459,5.5147,1.3698,7.3267,8.0758,15979.45,3.5255,83.2253,1359.2,20.0239,4.77,1.702,59.106,1.4199,37.088,17.7944
19306,0.9954,145.47,1.9558,NA,24.361,7.4381,NA,0.87298,400.95,NA,NA,NA,4.706,NA,4.8913,10.8743,NA,NA,0.9834,147.5,10.3615,7.5427,NA,NA,18.51,1.5525,5.286,1.3467,7.2184,7.8128,15615.6,3.5453,81.3058,1373.96,19.4562,4.6789,1.6984,57.793,1.3963,36.7,17.6882
19305,1.0039,146.82,1.9558,NA,24.337,7.4382,NA,0.87774,403.53,NA,NA,NA,4.701,NA,4.9045,10.845,NA,NA,0.988,146.7,10.322,7.5425,NA,NA,18.6728,1.5538,5.1947,1.3501,7.2813,7.8801,15717.07,3.5621,81.6575,1369.73,19.6554,4.7098,1.7033,58.236,1.4061,36.999,17.877
19304,0.9996,146.25,1.9558,NA,24.326,7.4378,NA,0.87378,400.75,NA,NA,NA,4.6918,NA,4.8978,10.8373,NA,NA,0.9911,146.3,10.2795,7.539,NA,NA,18.5991,1.5435,5.203,1.3489,7.2495,7.8468,15652.76,3.5436,81.518,1377.94,19.4495,4.7346,1.686,58.187,1.4022,37.22,17.8397
19303,0.9993,146.18,1.9558,NA,24.301,7.4393,NA,0.87135,401.03,NA,NA,NA,4.6865,NA,4.8855,10.832,NA,NA,0.9874,145.9,10.2555,7.5375,NA,NA,18.5875,1.5428,5.07,1.3464,7.2189,7.8444,15648.95,3.5402,81.8407,1391.25,19.4395,4.7362,1.6834,58.361,1.4022,37.284,17.7583
19300,0.9872,145.19,1.9558,NA,24.422,7.4419,NA,0.87478,401.15,NA,NA,NA,4.6825,NA,4.8893,10.8538,NA,NA,0.9863,145.5,10.2019,7.5353,NA,NA,18.3845,1.5311,4.9682,1.3351,7.0894,7.7493,15491.81,3.5065,81.02,1397.7,19.2611,4.6872,1.6769,57.672,1.3891,36.906,17.7983
19299,0.9753,144.58,1.9558,NA,24.539,7.4433,NA,0.87228,407.87,NA,NA,NA,4.709,NA,4.9013,10.932,NA,NA,0.9889,144.9,10.3543,7.5375,NA,NA,18.1602,1.5517,5.0262,1.3452,7.1367,7.656,15400.2,3.4847,80.8845,1391.75,19.2363,4.6271,1.6957,57.463,1.3878,37.091,18.0173
19298,0.9908,145.75,1.9558,NA,24.506,7.4431,NA,0.861,407,NA,NA,NA,4.7035,NA,4.912,10.9065,NA,NA,0.9861,143.7,10.2388,7.5335,NA,NA,18.4488,1.5426,5.0964,1.347,7.2156,7.7774,15492.57,3.4987,81.992,1402.01,19.4921,4.6944,1.6844,57.841,1.3983,37.314,17.9608
19297,0.9947,146.35,1.9558,NA,24.484,7.4438,NA,0.86058,406.9,NA,NA,NA,4.7053,NA,4.9138,10.874,NA,NA,0.9878,143.3,10.1835,7.5342,NA,NA,18.5216,1.5409,5.1337,1.3469,7.2165,7.8079,15534.6,3.4922,82.084,1404.63,19.5984,4.7119,1.6876,57.786,1.4017,37.45,17.9802
19296,0.9914,147.4,1.9558,NA,24.488,7.4444,NA,0.86115,409.65,NA,NA,NA,4.7085,NA,4.9143,10.901,NA,NA,0.9925,143.3,10.3028,7.531,NA,NA,18.4562,1.5529,5.2694,1.3553,7.238,7.7822,15489.55,3.4933,82.1035,1416.12,19.7122,4.6873,1.7099,57.8,1.4038,37.748,18.1736
19293,0.9951,146.79,1.9558,NA,24.465,7.4423,NA,0.8612,411.7,NA,NA,NA,4.7275,NA,4.9189,10.9403,NA,NA,0.992,143.3,10.2695,7.532,NA,NA,18.5219,1.5511,5.327,1.3542,7.2159,7.8107,15481.88,3.5215,82.0565,1417.7,19.7718,4.6994,1.7151,57.739,1.4055,37.724,18.053
19292,1.0037,147.37,1.9558,NA,24.53,7.4387,NA,0.86745,412.15,NA,NA,NA,4.7585,NA,4.8893,10.9583,NA,NA,0.9949,143.1,10.342,7.533,NA,NA,18.681,1.561,5.3889,1.3672,7.2552,7.8782,15629.06,3.5376,82.656,1428.57,20.015,4.7324,1.7316,58.441,1.4154,37.975,18.1521
19291,1.0023,147.32,1.9558,NA,24.535,7.4381,NA,0.86603,408.09,NA,NA,NA,4.7548,NA,4.8806,10.953,NA,NA,0.9917,143.5,10.3408,7.532,NA,NA,18.6461,1.5466,5.2944,1.3568,7.1948,7.8678,15589.27,3.5145,82.206,1422.11,19.8501,4.7262,1.7249,58.493,1.4104,37.862,18.0212
19290,0.9861,146.84,1.9558,NA,24.472,7.4387,NA,0.87143,413.7,NA,NA,NA,4.777,NA,4.9036,10.9728,NA,NA,0.9888,142.9,10.391,7.5315,NA,NA,18.3508,1.5599,5.2254,1.3537,7.2072,7.7407,15407.12,3.506,81.653,1417.5,19.6353,4.6697,1.7321,57.988,1.405,37.758,18.2211
19289,0.9851,146.76,1.9558,NA,24.482,7.4385,NA,0.8707,411.88,NA,NA,NA,4.7908,NA,4.9128,11.0795,NA,NA,0.9856,142.5,10.392,7.5337,NA,NA,18.3298,1.5631,5.1461,1.3502,7.1544,7.7329,15362.63,3.4997,81.5451,1418.4,19.6514,4.6674,1.7343,58.021,1.4008,37.6,18.0625
19286,0.973,147.59,1.9558,NA,24.511,7.4382,NA,0.87728,412.88,NA,NA,NA,4.7885,NA,4.9125,11.0868,NA,NA,0.9855,141.1,10.4315,7.5325,NA,NA,18.0988,1.5646,5.1117,1.3465,7.0504,7.6376,15199.12,3.4803,80.739,1404.32,19.5521,4.6101,1.7347,57.287,1.3917,37.349,18.0021
19285,0.9811,146.99,1.9558,NA,24.525,7.4389,NA,0.87258,411.2,NA,NA,NA,4.7728,NA,4.9203,10.982,NA,NA,0.9836,141.1,10.402,7.5353,NA,NA,18.2257,1.5554,5.1387,1.3461,7.0858,7.7008,15250.05,3.4754,81.1755,1400.3,19.7005,4.6396,1.7206,57.742,1.3959,37.36,17.9106
19284,0.9778,146.34,1.9558,NA,24.563,7.439,NA,0.86993,413.78,NA,NA,NA,4.7878,NA,4.9248,10.9448,NA,NA,0.981,141.1,10.3823,7.5325,NA,NA,18.1793,1.5568,5.1755,1.3479,7.0672,7.6757,15185.1,3.4628,81.1955,1398.35,19.6845,4.6152,1.7264,57.741,1.3931,37.469,17.8339
19283,0.9835,146.65,1.9558,NA,24.593,7.4393,NA,0.86928,413.08,NA,NA,NA,4.804,NA,4.9359,10.906,NA,NA,0.9792,141.5,10.3528,7.5298,NA,NA,18.2813,1.5557,5.1795,1.3495,7.0805,7.72,15214.98,3.464,80.9195,1400.92,19.664,4.6382,1.7251,57.897,1.3963,37.422,17.7904
