# BTC-USD Exchange Rates for 2021
# Based on https://api.bitcoincharts.com/v1/csv/
# dates are 2021-01-01..2021-12-31, in this order
# columns are open, high, low, close, volume, in this order
39016.969,40978.363,38757.285,40218.477,43148914673
40427.168,41295.270,39609.469,40406.270,46420149185
40168.691,40516.777,38176.035,38347.063,39211635100
38341.422,39513.672,37439.676,38053.504,37096670047
38099.477,38187.262,35255.855,35787.246,36200887275
35854.527,36457.797,34933.063,35615.871,31207279719
35563.141,36059.484,33432.074,35698.297,36664034054
35641.145,35721.641,31295.936,31676.693,52809038594
31622.377,33292.453,28893.621,32505.660,58964353058
32515.715,34753.410,31772.633,33723.027,46317108925
33682.801,35228.852,32385.215,34662.438,33123368116
34659.105,35487.246,31350.885,31637.779,40230904226
31594.664,32637.588,30184.502,32186.277,38585385521
32287.523,34656.129,32071.758,34649.645,35511640894
34679.121,35219.891,33902.074,34434.336,33892523752
34475.559,36542.109,34252.484,35867.777,37901460044
35908.387,36074.758,34086.152,35040.836,34059036099
35035.984,35035.984,32883.781,33572.117,37838957079
33549.602,33939.590,32770.680,33897.047,38728974942
33854.422,34909.262,33402.695,34668.547,24383958643
34665.566,35937.566,34396.477,35287.781,24924307911
35284.344,35284.344,33213.660,33746.004,26721554282
33723.508,35038.535,33599.918,34235.195,26501259870
34225.680,34997.664,33839.289,33855.328,24796027477
33889.605,33907.906,32133.184,32877.371,29910396946
32861.672,34042.293,32318.881,33798.012,27436021028
33811.242,34209.070,33116.012,33520.520,22971873468
33509.078,34584.703,33346.738,34240.188,20108729370
34254.016,34592.156,32697.309,33155.848,24321499537
33125.469,33327.102,32261.420,32702.025,19120856669
32723.846,33061.398,31639.125,32822.348,21376531210
32827.875,33159.641,31175.709,31780.730,21300524237
31841.551,32218.406,31100.674,31421.539,23699476918
31397.309,31935.945,31223.990,31533.068,18895018942
31533.885,32398.996,31215.492,31796.811,18787986667
31800.012,31885.859,30563.734,30817.832,20434789545
30838.285,31006.188,29360.955,29807.348,23148267245
29796.285,32752.326,29526.184,32110.693,28203024559
32138.873,32576.400,31745.299,32313.105,19555230518
32305.959,33581.551,32057.893,33581.551,22552046192
33593.730,34490.391,33424.859,34292.445,21664706865
34290.293,35364.926,33881.836,35350.188,20856685287
35384.031,40499.676,35287.313,37337.535,51022126212
37276.035,39406.941,36441.727,39406.941,35097370560
39503.188,40816.070,38862.438,39995.906,38702404695
39995.453,40593.070,39352.059,40008.422,27167146027
40027.484,42235.547,38397.355,42235.547,33072782960
42196.305,42231.449,41110.832,41626.195,25802845343
41460.844,42541.680,39540.941,39974.895,26688438115
39907.262,40419.180,38746.348,39201.945,25595265436
39178.402,39750.031,37782.051,38152.980,26189830450
38213.332,39952.297,37589.164,39747.504,25372562724
39744.516,41341.934,37458.004,40869.555,35185031017
40865.867,43271.660,39932.180,42816.500,38226483046
42832.797,44689.859,42618.566,44555.801,40030862141
